Rank,Sign,Freq,LogRank,LogFreq,PredLogFreq
441,277,2,6.089044875446846,0.6931471805599453,0.6515333705444935
442,099,2,6.091309882077698,0.6931471805599453,0.6479389779868097
443,721,2,6.093569770045136,0.6931471805599453,0.644352708357081
444,092,2,6.095824562432225,0.6931471805599453,0.6407745250242449
445,727,2,6.09807428216624,0.6931471805599453,0.6372043916044685
446,157,2,6.100318952020064,0.6931471805599453,0.6336422719589248
447,073,2,6.102558594613569,0.6931471805599453,0.6300881301916039
448,444,2,6.104793232414985,0.6931471805599453,0.6265419306471429
449,533,2,6.1070228877422545,0.6931471805599453,0.6230036379086688
450,145,2,6.1092475827643655,0.6931471805599453,0.6194732167956918
451,343,2,6.111467339502679,0.6931471805599453,0.6159506323619919
452,299,2,6.113682179832232,0.6931471805599453,0.6124358498935596
453,291,2,6.115892125483034,0.6931471805599453,0.6089288349065232
454,901,2,6.118097198041348,0.6931471805599453,0.6054295531451377
455,351,2,6.12029741895095,0.6931471805599453,0.6019379705797654
456,732,2,6.1224928095143865,0.6931471805599453,0.5984540534048914
457,680,2,6.124683390894205,0.6931471805599453,0.5949777680371717
458,133,2,6.126869184114185,0.6931471805599453,0.5915090811134682
459,834,2,6.129050210060545,0.6931471805599453,0.5880479594889536
460,541,2,6.131226489483141,0.6931471805599453,0.5845943702351875
461,041,2,6.133398042996649,0.6931471805599453,0.5811482806382529
462,570,2,6.135564891081739,0.6931471805599453,0.5777096581968912
463,483,2,6.137727054086234,0.6931471805599453,0.5742784706206603
464,743,2,6.139884552226255,0.6931471805599453,0.570854685828122
465,517,2,6.142037405587356,0.6931471805599453,0.5674382719450346
466,328,2,6.144185634125646,0.6931471805599453,0.5640291973025775
467,933,2,6.1463292576688975,0.6931471805599453,0.5606274304355896
468,956,2,6.148468295917647,0.6931471805599453,0.5572329400808229
469,148,2,6.150602768446279,0.6931471805599453,0.5538456951752249
470,839,2,6.152732694704104,0.6931471805599453,0.5504656648542259
471,170,1,6.154858094016418,0.0,0.5470928184500572
472,050,1,6.156978985585555,0.0,0.5437271254900793
473,386,1,6.159095388491933,0.0,0.5403685556951281
474,647,1,6.161207321695077,0.0,0.5370170789778808
475,713,1,6.163314804034641,0.0,0.5336726654412498
476,766,1,6.16541785423142,0.0,0.5303352853767613
477,429,1,6.1675164908883415,0.0,0.52700490926299
478,230,1,6.169610732491456,0.0,0.5236815077639854
479,129,1,6.171700597410915,0.0,0.5203650517277207
480,857,1,6.173786103901937,0.0,0.517055512184557
481,822,1,6.175867270105761,0.0,0.5137528603457344
482,375,1,6.1779441140506,0.0,0.5104570676018536
483,835,1,6.180016653652572,0.0,0.5071681055214068
484,394,1,6.182084906716632,0.0,0.5038859458492873
485,445,1,6.184148890937483,0.0,0.5006105605053524
486,715,1,6.186208623900494,0.0,0.49734192158296864
487,117,1,6.18826412308259,0.0,0.49408000134758545
488,914,1,6.1903154058531475,0.0,0.49082477223532983
489,722,1,6.192362489474872,0.0,0.4875762068516085
490,714,1,6.194405391104672,0.0,0.48433427796971706
491,862,1,6.19644412779452,0.0,0.48109895852947737
492,115,1,6.198478716492308,0.0,0.4778702216358788
493,591,1,6.20050917404269,0.0,0.47464804055774046
494,141,1,6.202535517187923,0.0,0.47143238872638094
495,293,1,6.20455776256869,0.0,0.46822323973430535
496,546,1,6.206575926724928,0.0,0.46502056733389985
497,876,1,6.208590026096629,0.0,0.46182434543614903
498,682,1,6.210600077024653,0.0,0.4586345481093588
499,951,1,6.212606095751519,0.0,0.4554511495778879
500,601,1,6.214608098422191,0.0,0.4522741242209154
501,152,1,6.2166061010848646,0.0,0.4491034465711792
502,102,1,6.218600119691729,0.0,0.44593909131377174
503,074,1,6.220590170099739,0.0,0.442781033284918
504,327,1,6.222576268071369,0.0,0.4396292474707746
505,276,1,6.22455842927536,0.0,0.43648370900624656
506,453,1,6.226536669287466,0.0,0.433344393173801
507,646,1,6.2285110035911835,0.0,0.4302112754023124
508,020,1,6.230481447578482,0.0,0.42708433126589895
509,085,1,6.2324480165505225,0.0,0.4239635364827876
510,801,1,6.234410725718371,0.0,0.4208488669141772
511,641,1,6.236369590203704,0.0,0.4177402985631229
512,265,1,6.238324625039508,0.0,0.41463780757342406
513,051,1,6.240275845170769,0.0,0.41154137022852666
514,902,1,6.2422232654551655,0.0,0.4084509629504325
515,542,1,6.244166900663736,0.0,0.405366562298628
516,640,1,6.246106765481563,0.0,0.40228814496901144
517,430,1,6.248042874508429,0.0,0.3992156877928412
518,057,1,6.249975242259483,0.0,0.3961491677356861
519,280,1,6.251903883165888,0.0,0.3930885618963895
520,253,1,6.253828811575473,0.0,0.3900338475060465
521,599,1,6.255750041753367,0.0,0.38698500192698404
522,748,1,6.257667587882639,0.0,0.3839420026517537
523,316,1,6.259581464064923,0.0,0.3809048273021425
524,471,1,6.261491684321042,0.0,0.3778734536281725
525,811,1,6.263398262591624,0.0,0.37484785950713295
526,469,1,6.26530121273771,0.0,0.37182802294260675
527,203,1,6.267200548541362,0.0,0.36881392206351826
528,918,1,6.269096283706261,0.0,0.3658055351231724
529,303,1,6.270988431858299,0.0,0.36280284049831657
530,827,1,6.272877006546167,0.0,0.35980581668821365
531,116,1,6.274762021241939,0.0,0.35681444231371273
532,305,1,6.2766434893416445,0.0,0.3538286961163326
533,926,1,6.278521424165844,0.0,0.3508485569573665
534,863,1,6.280395838960195,0.0,0.3478740038169672
535,830,1,6.282266746896006,0.0,0.3449050157932696
536,225,1,6.284134161070802,0.0,0.3419415721015078
537,728,1,6.285998094508865,0.0,0.33898365207313397
538,172,1,6.2878585601617845,0.0,0.33603123515496947
539,576,1,6.289715570908998,0.0,0.33308430090833063
540,138,1,6.29156913955832,0.0,0.3301428290081905
541,816,1,6.293419278846481,0.0,0.3272067992423331
542,784,1,6.295266001439646,0.0,0.32427619151052056
543,639,1,6.297109319933935,0.0,0.32135098582367405
544,777,1,6.298949246855942,0.0,0.31843116230304247
545,512,1,6.300785794663244,0.0,0.31551670117940667
546,418,1,6.302618975744905,0.0,0.3126075827922641
547,826,1,6.304448802421981,0.0,0.3097037875890418
548,947,1,6.306275286948016,0.0,0.30680529612430085
549,895,1,6.3080984415095305,0.0,0.3039120890589633
550,762,1,6.309918278226516,0.0,0.30102414715952897
551,866,1,6.311734809152915,0.0,0.29814145129731173
552,044,1,6.313548046277095,0.0,0.2952639824476879
553,206,1,6.315358001522335,0.0,0.2923917216893219
554,068,1,6.317164686747284,0.0,0.28952465020344675
555,180,1,6.318968113746434,0.0,0.2866627492731002
556,628,1,6.320768294250582,0.0,0.283806000282409
557,306,1,6.322565239927284,0.0,0.280954384715848
558,778,1,6.324358962381311,0.0,0.2781078841575333
559,166,1,6.326149473155099,0.0,0.27526648029050094
560,616,1,6.327936783729195,0.0,0.2724301548959982
561,719,1,6.329720905522696,0.0,0.2695988898527908
562,952,1,6.331501849893691,0.0,0.2667726671364612
563,506,1,6.333279628139691,0.0,0.26395146881871767
564,194,1,6.335054251498059,0.0,0.26113527706672635
565,427,1,6.336825731146441,0.0,0.2583240741424149
566,458,1,6.338594078203183,0.0,0.25551784240181874
567,911,1,6.340359303727752,0.0,0.2527165642944098
568,735,1,6.342121418721152,0.0,0.24992022236243017
569,768,1,6.343880434126331,0.0,0.24712879924025977
570,761,1,6.345636360828596,0.0,0.2443422776537485
571,750,1,6.3473892096560105,0.0,0.24156064041958558
572,069,1,6.349138991379798,0.0,0.23878387044466187
573,958,1,6.35088571671474,0.0,0.23601195072543568
574,083,1,6.352629396319567,0.0,0.23324486434731817
575,859,1,6.354370040797351,0.0,0.23048259448404274
576,474,1,6.3561076606958915,0.0,0.22772512439705572
577,759,1,6.3578422665081,0.0,0.22497243743491246
578,261,1,6.359573868672378,0.0,0.22222451703266088
579,393,1,6.361302477572996,0.0,0.21948134671126063
580,532,1,6.363028103540465,0.0,0.21674291007697732
581,932,1,6.364750756851911,0.0,0.21400919082079994
582,372,1,6.366470447731438,0.0,0.21128017271785104
583,107,1,6.368187186350492,0.0,0.208555839626829
584,329,1,6.369900982828227,0.0,0.20583617548940403
585,693,1,6.371611847231857,0.0,0.2031211643296782
586,897,1,6.373319789577012,0.0,0.20041079025361164
587,344,1,6.375024819828097,0.0,0.1977050374484559
588,207,1,6.376726947898627,0.0,0.19500389018221576
589,796,1,6.3784261836515865,0.0,0.1923073328030913
590,765,1,6.380122536899765,0.0,0.18961534973893457
591,734,1,6.3818160174060985,0.0,0.1869279254967111
592,084,1,6.3835066348840055,0.0,0.18424504466196723
593,119,1,6.385194398997726,0.0,0.18156669189829344
594,684,1,6.386879319362645,0.0,0.17889285194680404
595,563,1,6.38856140554563,0.0,0.17622350962561661
596,858,1,6.39024066706535,0.0,0.17355864982932623
597,144,1,6.391917113392602,0.0,0.17089825752850274
598,872,1,6.393590753950631,0.0,0.16824231776917564
599,864,1,6.395261598115449,0.0,0.16559081567233136
600,780,1,6.396929655216146,0.0,0.1629437364334141
601,295,1,6.398594934535208,0.0,0.16030106532182842
602,836,1,6.400257445308821,0.0,0.1576627876804526
603,428,1,6.401917196727186,0.0,0.15502888892513944
604,707,1,6.403574197934815,0.0,0.15239935454424547
605,535,1,6.405228458030842,0.0,0.14977417009814253
606,894,1,6.406879986069314,0.0,0.14715332121874702
607,694,1,6.408528791059498,0.0,0.14453679360904026
608,818,1,6.410174881966167,0.0,0.14192457304261552
609,944,1,6.411818267709897,0.0,0.13931664536319488
610,123,1,6.413458957167357,0.0,0.1367129964841851
611,224,1,6.415096959171596,0.0,0.13411361238821407
612,953,1,6.416732282512326,0.0,0.1315184791266759
613,809,1,6.418364935936212,0.0,0.12892758281928351
614,466,1,6.419994928147142,0.0,0.12634090965362965
615,228,1,6.421622267806518,0.0,0.12375844588473406
616,493,1,6.423246963533519,0.0,0.12118017783461354
617,461,1,6.424869023905388,0.0,0.11860609189184146
618,251,1,6.42648845745769,0.0,0.11603617451112846
619,729,1,6.428105272684596,0.0,0.11347041221287135
620,385,1,6.429719478039138,0.0,0.11090879158275513
621,454,1,6.431331081933479,0.0,0.10835129927131959
622,338,1,6.432940092739179,0.0,0.10579792199353655
623,823,1,6.434546518787453,0.0,0.10324864652840837
624,383,1,6.436150368369428,0.0,0.10070345971854522
625,686,1,6.437751649736401,0.0,0.09816234846977068
626,793,1,6.439350371100098,0.0,0.09562529975070255
627,179,1,6.440946540632921,0.0,0.09309230059236384
628,045,1,6.4425401664681985,0.0,0.09056333808778128
629,256,1,6.444131256700441,0.0,0.08803839939158564
630,514,1,6.4457198193855785,0.0,0.08551747171963164
631,473,1,6.447305862541213,0.0,0.08300054234859644
632,718,1,6.448889394146858,0.0,0.08048759861560306
633,815,1,6.450470422144176,0.0,0.0779786279178385
634,638,1,6.452048954437226,0.0,0.07547361771216465
635,751,1,6.453624998892692,0.0,0.07297255551475423
636,571,1,6.455198563340122,0.0,0.07047542890071234
637,131,1,6.456769655572163,0.0,0.06798222550370525
638,764,1,6.45833828334479,0.0,0.06549293301559267
639,573,1,6.459904454377535,0.0,0.06300753918606361
640,451,1,6.461468176353717,0.0,0.060526031822279336
641,404,1,6.46302945692067,0.0,0.05804839878850743
642,709,1,6.464588303689961,0.0,0.05557462800576829
643,173,1,6.466144724237619,0.0,0.05310470745148521
644,106,1,6.467698726104354,0.0,0.050638625159127315
645,209,1,6.4692503167957724,0.0,0.04817636921786672
646,731,1,6.470799503782602,0.0,0.045717927772233935
647,058,1,6.472346294500901,0.0,0.0432632890217679
648,878,1,6.473890696352274,0.0,0.04081244122069094
649,925,1,6.47543271670409,0.0,0.03836537267754814
650,412,1,6.476972362889683,0.0,0.03592207175490181
651,208,1,6.478509642208569,0.0,0.03348252686897446
652,505,1,6.480044561926653,0.0,0.031046726489330823
653,363,1,6.481577129276431,0.0,0.028614659138552767
654,623,1,6.483107351457199,0.0,0.026186313391905358
655,481,1,6.484635235635252,0.0,0.023761677877027765
656,577,1,6.486160788944089,0.0,0.021340741273601083
657,733,1,6.48768401848461,0.0,0.01892349231303747
658,635,1,6.489204931325317,0.0,0.016509919778167514
659,593,1,6.490723534502507,0.0,0.014100012502922254
660,874,1,6.492239835020471,0.0,0.011693759372027657
661,855,1,6.493753839851686,0.0,0.0092911493206973
662,389,1,6.495265555937008,0.0,0.006892171334317965
663,860,1,6.4967749901858625,0.0,0.004496814448165409
664,270,1,6.498282149476434,0.0,0.0021050677470810797
665,633,1,6.499787040655854,0.0,-0.0002830796348103348
666,403,1,6.501289670540389,0.0,-0.0026676385143993286
667,402,1,6.502790045915623,0.0,-0.005048619659893561
668,586,1,6.504288173536645,0.0,-0.007426033791098519
669,325,1,6.505784060128229,0.0,-0.009799891579721276
670,271,1,6.507277712385012,0.0,-0.012170203649636946
671,763,1,6.508769136971682,0.0,-0.014536980577199543
672,602,1,6.51025834052315,0.0,-0.01690023289150311
673,620,1,6.511745329644728,0.0,-0.01925997107467481
674,348,1,6.513230110912307,0.0,-0.02161620556215027
675,342,1,6.51471269087253,0.0,-0.023968946742954245
676,875,1,6.516193076042964,0.0,-0.026318204959965286
677,290,1,6.517671272912275,0.0,-0.028663990510201742
678,075,1,6.519147287940395,0.0,-0.03100631364508466
679,907,1,6.520621127558696,0.0,-0.033345184570707787
680,026,1,6.522092798170152,0.0,-0.03568061344810047
681,340,1,6.523562306149512,0.0,-0.03801261039350656
682,376,1,6.525029657843462,0.0,-0.040341185478629527
683,723,1,6.52649485957079,0.0,-0.04266634873090247
684,547,1,6.52795791762255,0.0,-0.044988110133751036
685,629,1,6.529418838262226,0.0,-0.04730647962684209
686,701,1,6.530877627725885,0.0,-0.049621467106343076
687,725,1,6.532334292222349,0.0,-0.05193308242517425
688,281,1,6.5337888379333435,0.0,-0.054241335393266255
689,708,1,6.535241271013659,0.0,-0.05654623577779816
690,606,1,6.536691597591305,0.0,-0.0588477933034568
