Rank,Sign,Freq,LogRank,LogFreq,PredLogFreq
103,236,25,4.634728988229636,3.2188758248682006,2.9594216258516166
104,104,25,4.6443908991413725,3.2188758248682006,2.944088911059035
105,555,24,4.653960350157523,3.1780538303479458,2.9289029230601216
106,500,23,4.663439094112067,3.1354942159291497,2.9138608802412023
107,091,23,4.672828834461906,3.1354942159291497,2.898960079346259
108,636,22,4.68213122712422,3.091042453358316,2.884197892561179
109,877,22,4.6913478822291435,3.091042453358316,2.8695717647323953
110,621,22,4.700480365792417,3.091042453358316,2.8550792107125167
111,382,21,4.709530201312334,3.044522437723423,2.8407178128260897
112,711,21,4.718498871295094,3.044522437723423,2.8264852184489877
113,320,20,4.727387818712341,2.995732273553991,2.8123791376954035
114,097,20,4.736198448394496,2.995732273553991,2.798397341206737
115,066,18,4.74493212836325,2.8903717578961645,2.7845376580370322
116,167,18,4.7535901911063645,2.8903717578961645,2.770797973629967
117,831,18,4.762173934797756,2.8903717578961645,2.7571762278826677
118,048,18,4.770684624465665,2.8903717578961645,2.743670413291923
119,491,18,4.77912349311153,2.8903717578961645,2.7302785731786052
120,679,18,4.787491742782046,2.8903717578961645,2.7169987999864027
121,838,17,4.795790545596741,2.833213344056216,2.703829233651131
122,222,17,4.804021044733257,2.833213344056216,2.6907680600371746
123,530,17,4.812184355372417,2.833213344056216,2.6778135094377236
124,365,17,4.820281565605037,2.833213344056216,2.6649638551357446
125,436,17,4.8283137373023015,2.833213344056216,2.6522174120227584
126,999,17,4.836281906951478,2.833213344056216,2.6395725352726203
127,906,16,4.844187086458591,2.772588722239781,2.6270276190677437
128,374,16,4.852030263919617,2.772588722239781,2.614581095375269
129,519,16,4.859812404361672,2.772588722239781,2.6022314327708562
130,130,16,4.867534450455582,2.772588722239781,2.5899771353078913
131,072,15,4.875197323201151,2.70805020110221,2.5778167414300173
132,297,15,4.882801922586371,2.70805020110221,2.565748822925017
133,554,15,4.890349128221754,2.70805020110221,2.5537719839181783
134,540,15,4.897839799950911,2.70805020110221,2.5418848599033517
135,605,15,4.90527477843843,2.70805020110221,2.5300861168100353
136,921,15,4.912654885736052,2.70805020110221,2.5183744501048873
137,111,15,4.919980925828125,2.70805020110221,2.5067485839261465
138,321,15,4.927253685157205,2.70805020110221,2.495207270249531
139,065,15,4.9344739331306915,2.70805020110221,2.4837492880842538
140,844,14,4.941642422609304,2.6390573296152584,2.472373442697844
141,821,14,4.948759890378168,2.6390573296152584,2.4610785648685702
142,484,14,4.955827057601261,2.6390573296152584,2.449863510164276
143,565,14,4.962844630259907,2.6390573296152584,2.4387271582465058
144,064,14,4.969813299576001,2.6390573296152584,2.4276684121989014
145,354,14,4.976733742420574,2.6390573296152584,2.416686197878822
146,510,13,4.983606621708336,2.5649493574615367,2.405779463291249
147,526,13,4.990432586778736,2.5649493574615367,2.3949471779840614
148,317,13,4.997212273764115,2.5649493574615367,2.384188332463812
149,063,13,5.003946305945459,2.5649493574615367,2.373501937631172
150,905,13,5.0106352940962555,2.5649493574615367,2.362887024235259
151,318,13,5.017279836814924,2.5649493574615367,2.352342642346091
152,137,13,5.0238805208462765,2.5649493574615367,2.3418678608444594
153,792,13,5.030437921392435,2.5649493574615367,2.3314617669285207
154,406,13,5.0369526024136295,2.5649493574615367,2.3211234656364574
155,337,13,5.043425116919247,2.5649493574615367,2.310852079384601
156,161,12,5.049856007249537,2.4849066497880004,2.300646747520391
157,868,12,5.056245805348308,2.4849066497880004,2.290506625889625
158,360,12,5.062595033026967,2.4849066497880004,2.2804308864174487
159,703,12,5.0689042022202315,2.4849066497880004,2.270418716702558
160,243,12,5.075173815233827,2.4849066497880004,2.260469319624125
161,794,12,5.081404364984463,2.4849066497880004,2.250581912960971
162,241,12,5.087596335232384,2.4849066497880004,2.240755729022535
163,515,11,5.093750200806762,2.3978952727983707,2.2309900142911765
164,776,11,5.099866427824199,2.3978952727983707,2.221284029075445
165,371,11,5.10594547390058,2.3978952727983707,2.2116370471738733
166,315,11,5.111987788356544,2.3978952727983707,2.202048355548923
167,525,11,5.117993812416755,2.3978952727983707,2.1925172540107454
168,625,11,5.123963979403259,2.3978952727983707,2.1830430549103426
169,336,11,5.1298987149230735,2.3978952727983707,2.1736250828418786
170,890,11,5.135798437050262,2.3978952727983707,2.1642626743537434
171,927,11,5.14166355650266,2.3978952727983707,2.154955177668093
172,269,11,5.147494476813453,2.3978952727983707,2.1457019524085794
173,190,11,5.153291594497779,2.3978952727983707,2.1365023693359557
174,853,11,5.159055299214529,2.3978952727983707,2.1273558100913217
175,136,11,5.1647859739235145,2.3978952727983707,2.118261666946699
176,232,10,5.170483995038151,2.302585092994046,2.1092193425627404
177,257,10,5.176149732573829,2.302585092994046,2.100228249753279
178,924,10,5.181783550292085,2.302585092994046,2.091287811256535
179,880,10,5.187385805840755,2.302585092994046,2.082397459512702
180,347,10,5.19295685089021,2.302585092994046,2.0735566364477567
181,511,10,5.198497031265826,2.302585092994046,2.0647647932632403
182,370,10,5.204006687076795,2.302585092994046,2.056021390231832
183,772,10,5.209486152841421,2.302585092994046,2.0473258964985295
184,056,10,5.214935757608986,2.302585092994046,2.038677789887254
185,468,10,5.220355825078324,2.302585092994046,2.030076556712668
186,353,10,5.225746673713202,2.302585092994046,2.0215216915970995
187,545,10,5.231108616854587,2.302585092994046,2.013012697292357
188,215,10,5.236441962829949,2.302585092994046,2.0045490845062925
189,391,10,5.241747015059643,2.302585092994046,1.996130371733976
190,298,9,5.247024072160486,2.1972245773362196,1.9877560850933165
191,592,9,5.25227342804663,2.1972245773362196,1.9794257581650037
192,250,9,5.2574953720277815,2.1972245773362196,1.9711389318366237
193,702,9,5.262690188904886,2.1972245773362196,1.9628951541508286
194,552,9,5.267858159063328,2.1972245773362196,1.954693980157419
195,504,9,5.272999558563747,2.1972245773362196,1.9465349717692462
196,556,9,5.278114659230517,2.1972245773362196,1.9384176976217837
197,467,9,5.2832037287379885,2.1972245773362196,1.930341732936279
198,408,9,5.288267030694535,2.1972245773362196,1.922306659386372
199,746,9,5.293304824724492,2.1972245773362196,1.9143120649680707
200,812,9,5.298317366548036,2.1972245773362196,1.9063575438729803
201,773,9,5.303304908059076,2.1972245773362196,1.8984426963647074
202,417,9,5.308267697401205,2.1972245773362196,1.8905671286583132
203,597,9,5.313205979041787,2.1972245773362196,1.8827304528027629
204,014,8,5.318119993844216,2.0794415416798357,1.8749322865662439
205,380,8,5.3230099791384085,2.0794415416798357,1.8671722533243003
206,101,8,5.327876168789581,2.0794415416798357,1.8594499819506947
207,015,8,5.332718793265369,2.0794415416798357,1.8517651067108876
208,808,8,5.337538079701318,2.0794415416798357,1.8441172671581132
209,697,8,5.342334251964811,2.0794415416798357,1.83650610803193
210,804,8,5.3471075307174685,2.0794415416798357,1.8289312791591996
211,098,8,5.351858133476067,2.0794415416798357,1.8213924353574047
212,155,8,5.356586274672012,2.0794415416798357,1.8138892363402803
213,642,8,5.3612921657094255,2.0794415416798357,1.8064213466256298
214,849,8,5.365976015021851,2.0794415416798357,1.7989884354453363
215,204,8,5.3706380281276624,2.0794415416798357,1.7915901766574347
216,626,8,5.375278407684165,2.0794415416798357,1.7842262486602571
217,260,8,5.37989735354046,2.0794415416798357,1.7768963343085407
218,411,8,5.384495062789089,2.0794415416798357,1.7696001208314733
219,422,8,5.389071729816501,2.0794415416798357,1.7623372997526037
220,426,7,5.393627546352362,1.9459101490553132,1.7551075668115939
221,067,7,5.3981627015177525,1.9459101490553132,1.7479106218877316
222,093,7,5.402677381872279,1.9459101490553132,1.7407461689251669
223,603,7,5.407171771460119,1.9459101490553132,1.7336139158598467
224,219,7,5.4116460518550396,1.9459101490553132,1.7265135745480649
225,851,7,5.41610040220442,1.9459101490553132,1.7194448606966137
226,036,7,5.420534999272286,1.9459101490553132,1.7124074937944815
227,326,7,5.424950017481403,1.9459101490553132,1.7054011970460596
228,018,7,5.429345628954441,1.9459101490553132,1.6984256973058152
229,518,7,5.43372200355424,1.9459101490553132,1.691480725014392
230,323,7,5.438079308923196,1.9459101490553132,1.6845660141361094
231,267,7,5.442417710521793,1.9459101490553132,1.6776813020978132
232,930,7,5.44673737166631,1.9459101490553132,1.670826329729044
233,747,7,5.4510384535657,1.9459101490553132,1.6640008412035012
234,234,7,5.455321115357702,1.9459101490553132,1.6572045839817449
235,252,7,5.459585514144159,1.9459101490553132,1.6504373087551496
236,423,7,5.4638318050256105,1.9459101490553132,1.6436987693910012
237,401,7,5.4680601411351315,1.9459101490553132,1.6369887228788027
238,150,7,5.472270673671475,1.9459101490553132,1.6303069292776833
239,456,6,5.476463551931511,1.791759469228055,1.6236531516649073
240,791,6,5.480638923341991,1.791759469228055,1.6170271560854808
241,521,6,5.484796933490655,1.791759469228055,1.6104287115027756
242,221,6,5.488937726156687,1.791759469228055,1.6038575897502092
243,825,6,5.493061443340548,1.791759469228055,1.5973135654838906
244,019,6,5.497168225293202,1.791759469228055,1.5907964161362518
245,611,6,5.501258210544727,1.791759469228055,1.584305921870639
246,869,6,5.5053315359323625,1.791759469228055,1.5778418655368007
247,420,6,5.5093883366279774,1.791759469228055,1.5714040326273029
248,027,6,5.5134287461649825,1.791759469228055,1.5649922112348218
249,698,6,5.517452896464707,1.791759469228055,1.5586061920102807
250,049,6,5.521460917862246,1.791759469228055,1.5522457681218373
251,159,6,5.5254529391317835,1.791759469228055,1.5459107352146937
252,472,6,5.529429087511423,1.791759469228055,1.5396008913716983
253,465,6,5.53338948872752,1.791759469228055,1.5333160370747247
254,392,6,5.537334267018537,1.791759469228055,1.527055975166821
255,263,6,5.541263545158426,1.791759469228055,1.5208205108150992
256,564,6,5.545177444479562,1.791759469228055,1.514609451474346
257,346,6,5.54907608489522,1.791759469228055,1.5084226068513544
258,572,6,5.552959584921617,1.791759469228055,1.5022597888699334
259,634,5,5.556828061699537,1.6094379124341003,1.496120811636608
260,842,5,5.560681631015528,1.6094379124341003,1.4900054914069685
261,531,5,5.564520407322694,1.6094379124341003,1.4839136465526757
262,244,5,5.568344503761097,1.6094379124341003,1.4778450975290944
263,160,5,5.572154032177765,1.6094379124341003,1.4717996668435305
264,710,5,5.575949103146316,1.6094379124341003,1.4657771790240943
265,578,5,5.579729825986222,1.6094379124341003,1.4597774605891356
266,103,5,5.583496308781699,1.6094379124341003,1.4538003400172563
267,352,5,5.58724865840025,1.6094379124341003,1.4478456477178892
268,637,5,5.5909869805108565,1.6094379124341003,1.4419132160024297
269,028,5,5.594711379601839,1.6094379124341003,1.4360028790558932
270,242,5,5.598421958998375,1.6094379124341003,1.4301144729091124
271,153,5,5.602118820879701,1.6094379124341003,1.4242478354114425
272,201,5,5.605802066295998,1.6094379124341003,1.4184028062039644
273,712,5,5.60947179518496,1.6094379124341003,1.412579226693186
274,139,5,5.6131281063880705,1.6094379124341003,1.4067769400252246
275,604,5,5.616771097666572,1.6094379124341003,1.400995791060451
276,132,5,5.62040086571715,1.6094379124341003,1.3952356263486099
277,202,5,5.6240175061873385,1.6094379124341003,1.3894962941043687
278,362,5,5.627621113690637,1.6094379124341003,1.383777644183331
279,871,5,5.631211781821365,1.6094379124341003,1.378079528058457
280,600,5,5.634789603169249,1.6094379124341003,1.372401798796922
281,007,5,5.638354669333745,1.6094379124341003,1.3667443110373831
282,442,5,5.641907070938114,1.6094379124341003,1.3611069209676483
283,285,5,5.645446897643238,1.6094379124341003,1.3554894863027425
284,279,5,5.648974238161206,1.6094379124341003,1.3498918662633521
285,006,5,5.652489180268651,1.6094379124341003,1.3443139215546704
286,704,5,5.655991810819852,1.6094379124341003,1.3387555143455838
287,421,5,5.659482215759621,1.6094379124341003,1.3332165082482401
288,797,4,5.662960480135946,1.3862943611198906,1.3276967682979794
289,879,4,5.666426688112432,1.3862943611198906,1.3221961609335828
290,893,4,5.66988092298052,1.3862943611198906,1.3167145539778993
291,799,4,5.673323267171493,1.3862943611198906,1.3112518166187748
292,200,4,5.676753802268282,1.3862943611198906,1.305807819390326
293,775,4,5.680172609017068,1.3862943611198906,1.3003824341545336
294,143,4,5.683579767338681,1.3862943611198906,1.2949755340831395
295,292,4,5.68697535633982,1.3862943611198906,1.2895869936398565
296,470,4,5.69035945432406,1.3862943611198906,1.2842166885628892
297,681,4,5.6937321388027,1.3862943611198906,1.2788644958477278
298,687,4,5.697093486505405,1.3862943611198906,1.27353029373025
299,272,4,5.700443573390687,1.3862943611198906,1.2682139616700976
300,146,4,5.703782474656201,1.3862943611198906,1.262915380334336
301,643,4,5.707110264748875,1.3862943611198906,1.2576344315813746
302,910,4,5.71042701737487,1.3862943611198906,1.2523709984451674
303,192,4,5.713732805509369,1.3862943611198906,1.247124965119669
304,409,4,5.717027701406222,1.3862943611198906,1.2418962169435375
305,443,4,5.720311776607412,1.3862943611198906,1.2366846403851088
306,922,4,5.723585101952381,1.3862943611198906,1.2314901230275979
307,216,4,5.726847747587197,1.3862943611198906,1.2263125535545534
308,736,4,5.730099782973574,1.3862943611198906,1.2211518217355355
309,268,4,5.733341276897746,1.3862943611198906,1.2160078184120486
310,229,4,5.736572297479192,1.3862943611198906,1.2108804354836789
311,319,4,5.739792912179234,1.3862943611198906,1.2057695658944603
312,543,4,5.7430031878094825,1.3862943611198906,1.2006751036194672
313,912,4,5.746203190540153,1.3862943611198906,1.1955969436516245
314,899,4,5.749392985908253,1.3862943611198906,1.1905349819887032
315,096,4,5.752572638825633,1.3862943611198906,1.1854891156205536
316,081,4,5.755742213586912,1.3862943611198906,1.1804592425165268
317,029,4,5.75890177387728,1.3862943611198906,1.1754452616130866
318,322,4,5.762051382780177,1.3862943611198906,1.1704470728016343
319,502,4,5.765191102784844,1.3862943611198906,1.1654645769165146
320,903,4,5.768320995793772,1.3862943611198906,1.160497675723203
321,744,4,5.771441123130016,1.3862943611198906,1.155546271906692
322,071,4,5.7745515455444085,1.3862943611198906,1.1506102690600493
323,308,3,5.777652323222656,1.0986122886681098,1.1456895716731559
324,296,3,5.780743515792329,1.0986122886681098,1.140784085121613
325,310,3,5.783825182329737,1.0986122886681098,1.1358937156558255
326,324,3,5.786897381366708,1.0986122886681098,1.1310183703902528
327,716,3,5.7899601708972535,1.0986122886681098,1.1261579572928273
328,720,3,5.793013608384144,1.0986122886681098,1.1213123851745213
329,828,3,5.796057750765372,1.0986122886681098,1.1164815636790895
330,829,3,5.799092654460526,1.0986122886681098,1.1116654032729514
331,516,3,5.802118375377063,1.0986122886681098,1.1068638152352417
332,534,3,5.805134968916488,1.0986122886681098,1.102076711648003
333,118,3,5.808142489980444,1.0986122886681098,1.0973040053865226
334,062,3,5.811140992976701,1.0986122886681098,1.0925456101098217
335,805,3,5.814130531825066,1.0986122886681098,1.087801440251285
336,300,3,5.817111159963204,1.0986122886681098,1.0830714110094206
337,490,3,5.820082930352362,1.0986122886681098,1.0783554383387717
338,025,3,5.823045895483019,1.0986122886681098,1.0736534389409567
339,852,3,5.82600010738045,1.0986122886681098,1.0689653302558373
340,688,3,5.8289456176102075,1.0986122886681098,1.0642910304528197
341,127,3,5.831882477283517,1.0986122886681098,1.0596304584222924
342,193,3,5.834810737062605,1.0986122886681098,1.054983533767171
343,302,3,5.8377304471659395,1.0986122886681098,1.0503501767945806
344,381,3,5.840641657373398,1.0986122886681098,1.0457303085076557
345,870,3,5.84354441703136,1.0986122886681098,1.0411238505974652
346,367,3,5.846438775057725,1.0986122886681098,1.0365307254350338
347,330,3,5.849324779946859,1.0986122886681098,1.0319508560635047
348,898,3,5.8522024797744745,1.0986122886681098,1.0273841661903997
349,177,3,5.855071922202427,1.0986122886681098,1.0228305801799866
350,807,3,5.857933154483459,1.0986122886681098,1.0182900230457772
351,223,3,5.860786223465865,1.0986122886681098,1.0137624204431024
352,561,3,5.863631175598097,1.0986122886681098,1.0092476986618166
353,134,3,5.8664680569332965,1.0986122886681098,1.004745784619102
354,685,3,5.869296913133774,1.0986122886681098,1.000256605852357
355,865,3,5.872117789475416,1.0986122886681098,0.9957800905122092
356,544,3,5.87493073085203,1.0986122886681098,0.9913161673556115
357,012,3,5.877735781779639,1.0986122886681098,0.986864765739039
358,046,3,5.8805329864007,1.0986122886681098,0.98242581561178
359,286,3,5.883322388488279,1.0986122886681098,0.9779992475093238
360,278,3,5.886104031450156,1.0986122886681098,0.9735849925468347
361,560,3,5.8888779583328805,1.0986122886681098,0.9691829824127289
362,513,3,5.8916442118257715,1.0986122886681098,0.9647931493623165
363,345,3,5.8944028342648505,1.0986122886681098,0.960415426211565
364,168,3,5.8971538676367405,1.0986122886681098,0.9560497463309083
365,301,3,5.8998973535824915,1.0986122886681098,0.951696043639183
366,361,3,5.902633333401366,1.0986122886681098,0.9473542525976093
367,786,3,5.905361848054571,1.0986122886681098,0.9430243082038814
368,264,3,5.908082938168931,1.0986122886681098,0.9387061459863304
369,942,3,5.910796644040527,1.0986122886681098,0.9343997019981565
370,105,3,5.91350300563827,1.0986122886681098,0.9301049128117462
371,424,3,5.916202062607435,1.0986122886681098,0.9258217155130755
372,631,3,5.918893854273146,1.0986122886681098,0.9215500476961793
373,410,2,5.921578419643816,0.6931471805599453,0.9172898474576812
374,492,2,5.924255797414532,0.6931471805599453,0.913041053391435
375,767,2,5.926926025970411,0.6931471805599453,0.9088036045831913
376,287,2,5.929589143389895,0.6931471805599453,0.9045774406053706
377,579,2,5.932245187448011,0.6931471805599453,0.9003625015118875
378,128,2,5.934894195619588,0.6931471805599453,0.8961587278330523
379,909,2,5.937536205082426,0.6931471805599453,0.8919660605705353
380,080,2,5.940171252720432,0.6931471805599453,0.8877844411923927
381,678,2,5.942799375126701,0.6931471805599453,0.8836138116281766
382,217,2,5.945420608606575,0.6931471805599453,0.8794541142640799
383,785,2,5.948034989180646,0.6931471805599453,0.8753052919381794
384,441,2,5.950642552587727,0.6931471805599453,0.8711672879357018
385,126,2,5.953243334287785,0.6931471805599453,0.8670400459843908
386,843,2,5.955837369464831,0.6931471805599453,0.8629235102499049
387,596,2,5.958424693029782,0.6931471805599453,0.8588176253312891
388,854,2,5.961005339623274,0.6931471805599453,0.8547223362564971
389,475,2,5.963579343618446,0.6931471805599453,0.85063758847798
390,856,2,5.966146739123692,0.6931471805599453,0.8465633278683242
391,494,2,5.968707559985366,0.6931471805599453,0.8424995007159506
392,950,2,5.971261839790462,0.6931471805599453,0.8384460537208618
393,610,2,5.973809611869261,0.6931471805599453,0.8344029339904502
394,928,2,5.976350909297934,0.6931471805599453,0.8303700890353554
395,783,2,5.978885764901122,0.6931471805599453,0.8263474667653821
396,059,2,5.981414211254481,0.6931471805599453,0.8223350154854501
397,178,2,5.983936280687191,0.6931471805599453,0.8183326838916187
398,311,2,5.986452005284438,0.6931471805599453,0.8143404210671488
399,931,2,5.988961416889864,0.6931471805599453,0.8103581764786103
400,266,2,5.991464547107982,0.6931471805599453,0.8063858999720583
401,452,2,5.993961427306569,0.6931471805599453,0.8024235417692225
402,940,2,5.996452088619021,0.6931471805599453,0.7984710524637837
403,770,2,5.998936561946683,0.6931471805599453,0.794528383017667
404,294,2,6.0014148779611505,0.6931471805599453,0.7905954847573895
405,795,2,6.003887067106539,0.6931471805599453,0.7866723093704682
406,833,2,6.0063531596017325,0.6931471805599453,0.7827588089018409
407,528,2,6.008813185442595,0.6931471805599453,0.7788549357503598
408,304,2,6.0112671744041615,0.6931471805599453,0.7749606426653202
409,896,2,6.013715156042802,0.6931471805599453,0.7710758827430197
410,195,2,6.016157159698354,0.6931471805599453,0.7672006094233783
411,622,2,6.018593214496234,0.6931471805599453,0.7633347764865803
412,551,2,6.021023349349527,0.6931471805599453,0.7594783380497709
413,307,2,6.023447592961033,0.6931471805599453,0.7556312485637964
414,082,2,6.025865973825314,0.6931471805599453,0.7517934628099638
415,227,2,6.028278520230698,0.6931471805599453,0.7479649358968583
416,913,2,6.030685260261263,0.6931471805599453,0.7441456232571912
417,813,2,6.0330862217988015,0.6931471805599453,0.7403354806446867
418,262,2,6.035481432524756,0.6931471805599453,0.7365344641310081
419,627,2,6.037870919922137,0.6931471805599453,0.7327425301027191
420,810,2,6.040254711277414,0.6931471805599453,0.7289596352582759
421,908,2,6.042632833682381,0.6931471805599453,0.72518573660507
422,683,2,6.045005314036012,0.6931471805599453,0.7214207914564827
423,191,2,6.0473721790462776,0.6931471805599453,0.717664757429004
424,042,2,6.049733455231958,0.6931471805599453,0.7139175924393566
425,309,2,6.052089168924417,0.6931471805599453,0.7101792547016768
426,122,2,6.054439346269371,0.6931471805599453,0.7064497027247079
427,425,2,6.056784013228625,0.6931471805599453,0.7027288953090487
428,919,2,6.059123195581797,0.6931471805599453,0.6990167915444143
429,891,2,6.061456918928017,0.6931471805599453,0.6953133508069378
430,121,2,6.063785208687608,0.6931471805599453,0.6916185327565127
431,450,2,6.066108090103747,0.6931471805599453,0.6879322973341395
432,749,2,6.068425588244111,0.6931471805599453,0.6842546047593334
433,479,2,6.07073772800249,0.6931471805599453,0.680585415527549
434,814,2,6.073044534100405,0.6931471805599453,0.6769246904076187
435,112,2,6.075346031088684,0.6931471805599453,0.673272390439255
436,373,2,6.077642243349034,0.6931471805599453,0.6696284769305514
437,689,2,6.07993319509559,0.6931471805599453,0.6659929114555236
438,457,2,6.082218910376446,0.6931471805599453,0.6623656558516817
439,094,2,6.0844994130751715,0.6931471805599453,0.6587466722176263
440,205,2,6.0867747269123065,0.6931471805599453,0.6551359229106737
