Distance,MI,NormMI
1,5.101390005839065,0.7650898248061355
2,4.304272440740972,0.645540733767666
3,4.197628751940506,0.6295466613506114
4,4.137189260441367,0.6204821436584688
5,4.2685133952988625,0.6401777088310853
6,4.476682575443391,0.6713982431138035
7,4.317992091974698,0.6475983622859323
8,4.614445991112298,0.6920595506080699
