Frame,Left,Right,Filler,FillerLength,Count,TextCount,SiteCount,RegionCount,TypeCount,FirstSign,FinalSign,StemMinusFinal,RestAfterInitial,DominantSite,DominantSiteShare,DominantRegion,DominantRegionShare,DominantType,DominantTypeShare,DominantSymbol,DominantSymbolShare,SealPct,CompletePct,Examples
001|<END>,001,<END>,055-220-740-090,4,11,11,1,1,3,055,090,055-220-740,220-740-090,Lothal,1.0,Gujarat/Kutch,1.0,TAG:L,0.4545,Bull1,1.0,0.0,1.0,2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal; 2072.1/L-129/Lothal
001|<END>,001,<END>,142-617,2,7,7,1,1,3,142,617,142,617,Mohenjo-daro,1.0,Lower Indus,1.0,TAB:C,0.7143,Bull1:W,0.6667,0.2857,0.7143,278.1/M-592/Mohenjo-daro; 2994.1/M-519/Mohenjo-daro; 2995.1/M-520/Mohenjo-daro; 3044.1/M-574/Mohenjo-daro; 3374.1/M-981/Mohenjo-daro
001|<END>,001,<END>,004-407,2,4,4,2,2,3,004,407,004,407,Mohenjo-daro,0.75,Lower Indus,0.75,SEAL:R,0.5,Bull1:W,1.0,0.75,1.0,1422.1/H-420/Harappa; 3569.1/M-1262/Mohenjo-daro; 3615.1/M-1310/Mohenjo-daro; 3735.1/M-1458/Mohenjo-daro
001|<END>,001,<END>,760-740,2,4,4,2,2,1,760,740,760,740,Mohenjo-daro,0.75,Lower Indus,0.75,SEAL:S,1.0,Bull1:W,0.5,1.0,1.0,2377.1/M-707/Mohenjo-daro; 3181.1/M-758/Mohenjo-daro; 3908.1/M-1670/Mohenjo-daro; 4162.1/-/Dholavira
001|<END>,001,<END>,031-740,2,3,3,1,1,1,031,740,031,740,Harappa,1.0,Inter-Riverine,1.0,TAB:B,1.0,Goat:4,1.0,0.0,1.0,371.2/H-1771/Harappa; 383.2/H-1773/Harappa; 400.2/H-1772/Harappa
001|<END>,001,<END>,354,1,3,3,3,3,2,354,354,,,Harappa,0.3333,Inter-Riverine,0.3333,SEAL:R,0.6667,Bull1:W,1.0,1.0,0.3333,1069.1/H-8/Harappa; 3645.1/M-1340/Mohenjo-daro; 4895.1/-/Khirsara
001|<END>,001,<END>,416,1,3,3,1,1,2,416,416,,,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,0.6667,Bull1:W,1.0,1.0,1.0,2313.1/M-1763/Mohenjo-daro; 3574.1/M-1267/Mohenjo-daro; 3589.1/M-1284/Mohenjo-daro
001|<END>,001,<END>,520,1,3,3,2,2,2,520,520,,,Banawali,0.6667,Eastern Headwaters,0.6667,SEAL:S,0.6667,Goat:3,0.5,0.6667,0.6667,26.1/-/Banawali; 164.1/H-1507/Harappa; 5441.1/-/Banawali
001|<END>,001,<END>,821,1,3,3,1,1,1,821,821,,,Mohenjo-daro,1.0,Lower Indus,1.0,IMPL,1.0,,0.0,0.0,1.0,2362.1/M-2121/Mohenjo-daro; 2368.1/-/Mohenjo-daro; 2370.1/M-2118/Mohenjo-daro
001|<END>,001,<END>,003,1,2,2,2,2,2,003,003,,,Harappa,0.5,Inter-Riverine,0.5,SEAL:S,0.5,Bull1,1.0,1.0,0.5,1504.1/H-536/Harappa; 2854.1/M-358/Mohenjo-daro
001|<END>,001,<END>,003-423,2,2,2,2,2,2,003,423,003,423,Mohenjo-daro,0.5,Lower Indus,0.5,TAB:C,0.5,Gaur,1.0,0.5,1.0,3000.1/M-525/Mohenjo-daro; 4164.1/-/Dholavira
001|<END>,001,<END>,061-740,2,2,2,2,2,2,061,740,061,740,Mohenjo-daro,0.5,Lower Indus,0.5,SEAL:S,0.5,Zebu,1.0,0.5,1.0,2784.1/M-261/Mohenjo-daro; 4059.1/H-1198/Harappa
001|<END>,001,<END>,090,1,2,2,2,2,1,090,090,,,Failaka,0.5,Persian Gulf,0.5,SEAL:C,1.0,Gaur,1.0,1.0,0.0,148.1/-/Failaka; 5223.1/-/Unknown
001|<END>,001,<END>,100,1,2,2,2,2,2,100,100,,,Mohenjo-daro,0.5,Lower Indus,0.5,SEAL:R,0.5,,0.0,0.5,0.0,3594.1/M-1289/Mohenjo-daro; 4349.1/-/Dholavira
001|<END>,001,<END>,176-740,2,2,2,2,2,2,176,740,176,740,Harappa,0.5,Inter-Riverine,0.5,SEAL:R,0.5,Gaur,1.0,1.0,1.0,1196.1/H-155/Harappa; 4208.1/-/Dholavira
001|<END>,001,<END>,215,1,2,2,2,2,2,215,215,,,Khirsara,0.5,Gujarat/Kutch,0.5,SEAL:R,0.5,Buff,1.0,1.0,1.0,1968.1/Krs-1/Khirsara; 2791.1/M-268/Mohenjo-daro
001|<END>,001,<END>,240-642-740,3,2,2,1,1,1,240,740,240-642,642-740,Harappa,1.0,Inter-Riverine,1.0,TAB:B,1.0,,0.0,0.0,1.0,1710.2/H-821/Harappa; 1711.2/H-822/Harappa
001|<END>,001,<END>,353,1,2,2,2,2,2,353,353,,,Harappa,0.5,Inter-Riverine,0.5,SEAL:R,0.5,Bull1:W,1.0,1.0,0.0,1563.1/H-648/Harappa; 1985.1/L-2/Lothal
001|<END>,001,<END>,435,1,2,2,1,1,1,435,435,,,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1,1.0,1.0,1.0,3385.1/M-993/Mohenjo-daro; 3548.1/M-1197/Mohenjo-daro
001|<END>,001,<END>,468-806-154,3,2,2,2,2,2,468,154,468-806,806-154,Harappa,0.5,Inter-Riverine,0.5,SEAL:S,0.5,Bull1:W,1.0,1.0,0.5,1087.1/H-27/Harappa; 3639.1/M-1334/Mohenjo-daro
001|<END>,001,<END>,752-740,2,2,2,1,1,1,752,740,752,740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,2227.1/M-1975/Mohenjo-daro; 2890.1/M-394/Mohenjo-daro
001|<END>,001,<END>,904-031-740,3,2,2,1,1,1,904,740,904-031,031-740,Harappa,1.0,Inter-Riverine,1.0,TAB:I,1.0,,0.0,0.0,1.0,228.1/-/Harappa; 229.1/H-1312/Harappa
001|<END>,001,<END>,904-832,2,2,2,2,2,1,904,832,904,832,Harappa,0.5,Inter-Riverine,0.5,SEAL:S,1.0,Bull1,0.5,1.0,1.0,1545.1/H-602/Harappa; 2730.1/M-205/Mohenjo-daro
001|<END>,001,<END>,002-111,2,1,1,1,1,1,002,111,002,111,Nausharo,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:I,1.0,1.0,1.0,4894.1/Ns-56/Nausharo
001|<END>,001,<END>,003-137,2,1,1,1,1,1,003,137,003,137,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,2876.1/M-380/Mohenjo-daro
001|<END>,001,<END>,003-422,2,1,1,1,1,1,003,422,003,422,Lothal,1.0,Gujarat/Kutch,1.0,SEAL:S,1.0,Bull1,1.0,1.0,1.0,2009.1/L-36/Lothal
001|<END>,001,<END>,003-424,2,1,1,1,1,1,003,424,003,424,Mohenjo-daro,1.0,Lower Indus,1.0,TAB:C,1.0,Buff,1.0,0.0,1.0,3741.1/M-1475/Mohenjo-daro
001|<END>,001,<END>,003-427,2,1,1,1,1,1,003,427,003,427,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2280.1/M-1724/Mohenjo-daro
001|<END>,001,<END>,003-900-740,3,1,1,1,1,1,003,740,003-900,900-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull,1.0,1.0,0.0,3395.1/M-1003/Mohenjo-daro
001|<END>,001,<END>,004-405,2,1,1,1,1,1,004,405,004,405,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,2882.1/M-386/Mohenjo-daro
001|<END>,001,<END>,004-900-154,3,1,1,1,1,1,004,154,004-900,900-154,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:O,1.0,1.0,1.0,3993.1/M-1835/Mohenjo-daro
001|<END>,001,<END>,005-405,2,1,1,1,1,1,005,405,005,405,Lothal,1.0,Gujarat/Kutch,1.0,SEAL:R,1.0,,0.0,1.0,1.0,2042.1/L-88/Lothal
001|<END>,001,<END>,005-407,2,1,1,1,1,1,005,407,005,407,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,2874.1/M-378/Mohenjo-daro
001|<END>,001,<END>,015-140,2,1,1,1,1,1,015,140,015,140,Lothal,1.0,Gujarat/Kutch,1.0,TAG:P,1.0,Bull1,1.0,0.0,1.0,2084.1/L-142/Lothal
001|<END>,001,<END>,016-407,2,1,1,1,1,1,016,407,016,407,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,3619.1/M-1314/Mohenjo-daro
001|<END>,001,<END>,017-405,2,1,1,1,1,1,017,405,017,405,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,0.0,3644.1/M-1339/Mohenjo-daro
001|<END>,001,<END>,018-405,2,1,1,1,1,1,018,405,018,405,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2697.1/M-172/Mohenjo-daro
001|<END>,001,<END>,031-154,2,1,1,1,1,1,031,154,031,154,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,3109.1/M-670/Mohenjo-daro
001|<END>,001,<END>,031-220-520,3,1,1,1,1,1,031,520,031-220,220-520,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2593.1/M-65/Mohenjo-daro
001|<END>,001,<END>,031-240-520,3,1,1,1,1,1,031,520,031-240,240-520,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Rhin,1.0,1.0,1.0,2414.1/M-1910/Mohenjo-daro
001|<END>,001,<END>,032-035,2,1,1,1,1,1,032,035,032,035,Harappa,1.0,Inter-Riverine,1.0,POT:T:g,1.0,,0.0,0.0,0.0,1046.1/-/Harappa
001|<END>,001,<END>,032-061,2,1,1,1,1,1,032,061,032,061,Unknown,1.0,Other,1.0,SEAL:C,1.0,Gaur,1.0,1.0,0.0,5224.1/-/Unknown
001|<END>,001,<END>,032-090-031-151,4,1,1,1,1,1,032,151,032-090-031,090-031-151,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1,1.0,1.0,1.0,3301.1/M-896/Mohenjo-daro
001|<END>,001,<END>,032-226-233,3,1,1,1,1,1,032,233,032-226,226-233,Lothal,1.0,Gujarat/Kutch,1.0,TAG,1.0,Bull1,1.0,0.0,1.0,2135.1/L-219/Lothal
001|<END>,001,<END>,033,1,1,1,1,1,1,033,033,,,Karzakan,1.0,Persian Gulf,1.0,SEAL:C,1.0,Gaur,1.0,1.0,1.0,5228.1/-/Karzakan
001|<END>,001,<END>,033-415-175-740,4,1,1,1,1,1,033,740,033-415-175,415-175-740,Harappa,1.0,Inter-Riverine,1.0,POT:T:g,1.0,,0.0,0.0,1.0,718.1/-/Harappa
001|<END>,001,<END>,034-700,2,1,1,1,1,1,034,700,034,700,Harappa,1.0,Inter-Riverine,1.0,ROD,1.0,,0.0,0.0,1.0,434.1/H-2570/Harappa
001|<END>,001,<END>,055-032-740,3,1,1,1,1,1,055,740,055-032,032-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,3613.1/M-1308/Mohenjo-daro
001|<END>,001,<END>,055-617-150-400,4,1,1,1,1,1,055,400,055-617-150,617-150-400,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Gaur,1.0,1.0,1.0,2775.1/M-252/Mohenjo-daro
001|<END>,001,<END>,060-803-233-520,4,1,1,1,1,1,060,520,060-803-233,803-233-520,Dholavira,1.0,Gujarat/Kutch,1.0,SEAL:S,1.0,Bull1,1.0,1.0,0.0,4177.1/-/Dholavira
001|<END>,001,<END>,060-869,2,1,1,1,1,1,060,869,060,869,Harappa,1.0,Inter-Riverine,1.0,TAB:I,1.0,,0.0,0.0,1.0,897.2/H-2089/Harappa
001|<END>,001,<END>,064-453-700-850,4,1,1,1,1,1,064,850,064-453-700,453-700-850,Harappa,1.0,Inter-Riverine,1.0,POT:T:g,1.0,,0.0,0.0,1.0,898.1/H-2548/Harappa
001|<END>,001,<END>,091-806,2,1,1,1,1,1,091,806,091,806,Dholavira,1.0,Gujarat/Kutch,1.0,SEAL:C,1.0,Gaur,1.0,1.0,0.0,4247.1/-/Dholavira
001|<END>,001,<END>,093-031,2,1,1,1,1,1,093,031,093,031,Saar,1.0,Persian Gulf,1.0,SEAL:C,1.0,,0.0,1.0,1.0,5229.1/-/Saar
001|<END>,001,<END>,097-151,2,1,1,1,1,1,097,151,097,151,Harappa,1.0,Inter-Riverine,1.0,TAB:B,1.0,,0.0,0.0,0.0,374.1/H-1893/Harappa
001|<END>,001,<END>,100-179-615-494,4,1,1,1,1,1,100,494,100-179-615,179-615-494,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,2898.1/M-402/Mohenjo-daro
001|<END>,001,<END>,100-700-032,3,1,1,1,1,1,100,032,100-700,700-032,Harappa,1.0,Inter-Riverine,1.0,TAB:B,1.0,Mult,1.0,0.0,1.0,1227.3/H-196/Harappa
001|<END>,001,<END>,100-740,2,1,1,1,1,1,100,740,100,740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2493.1/M-709/Mohenjo-daro
001|<END>,001,<END>,125,1,1,1,1,1,1,125,125,,,Dholavira,1.0,Gujarat/Kutch,1.0,SEAL:R,1.0,,0.0,1.0,0.0,4280.1/-/Dholavira
001|<END>,001,<END>,125-920-700-326-090,5,1,1,1,1,1,125,090,125-920-700-326,920-700-326-090,Harappa,1.0,Inter-Riverine,1.0,SEAL:R,1.0,,0.0,1.0,1.0,932.1/H-1710/Harappa
001|<END>,001,<END>,138,1,1,1,1,1,1,138,138,,,Harappa,1.0,Inter-Riverine,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,1465.1/H-477/Harappa
001|<END>,001,<END>,140,1,1,1,1,1,1,140,140,,,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:C,1.0,Phyt,1.0,1.0,0.0,2419.2/M-2039/Mohenjo-daro
001|<END>,001,<END>,142,1,1,1,1,1,1,142,142,,,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,0.0,3634.1/M-1329/Mohenjo-daro
001|<END>,001,<END>,176-605-338-740,4,1,1,1,1,1,176,740,176-605-338,605-338-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,2868.1/M-372/Mohenjo-daro
001|<END>,001,<END>,202-645,2,1,1,1,1,1,202,645,202,645,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:S,1.0,1.0,1.0,2321.1/M-1762/Mohenjo-daro
001|<END>,001,<END>,220-140-416-031-565,5,1,1,1,1,1,220,565,220-140-416-031,140-416-031-565,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:S,1.0,1.0,1.0,2332.1/M-1741/Mohenjo-daro
001|<END>,001,<END>,220-233-706-033,4,1,1,1,1,1,220,033,220-233-706,233-706-033,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,0.0,3073.1/M-621/Mohenjo-daro
001|<END>,001,<END>,220-520,2,1,1,1,1,1,220,520,220,520,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:I,1.0,1.0,1.0,3995.1/M-1843/Mohenjo-daro
001|<END>,001,<END>,231-233,2,1,1,1,1,1,231,233,231,233,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,0.0,3591.1/M-1286/Mohenjo-daro
001|<END>,001,<END>,233-320-920-740,4,1,1,1,1,1,233,740,233-320-920,320-920-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:J,1.0,1.0,1.0,2638.1/M-111/Mohenjo-daro
001|<END>,001,<END>,233-705-033-031-046,5,1,1,1,1,1,233,046,233-705-033-031,705-033-031-046,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:T,1.0,1.0,1.0,3252.1/M-840/Mohenjo-daro
001|<END>,001,<END>,235-240-740-090,4,1,1,1,1,1,235,090,235-240-740,240-740-090,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,3276.1/M-865/Mohenjo-daro
001|<END>,001,<END>,235-482-740-406-742,5,1,1,1,1,1,235,742,235-482-740-406,482-740-406-742,Mohenjo-daro,1.0,Lower Indus,1.0,POT:T:g,1.0,,0.0,0.0,1.0,2161.1/M-2061/Mohenjo-daro
001|<END>,001,<END>,235-798-740,3,1,1,1,1,1,235,740,235-798,798-740,Harappa,1.0,Inter-Riverine,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,1099.1/H-40/Harappa
001|<END>,001,<END>,240-232-140-615-590,5,1,1,1,1,1,240,590,240-232-140-615,232-140-615-590,Chanhu-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:I,1.0,1.0,1.0,99.1/C-11/Chanhu-daro
001|<END>,001,<END>,240-440-740,3,1,1,1,1,1,240,740,240-440,440-740,Harappa,1.0,Inter-Riverine,1.0,SEAL:S,1.0,Bull1:J,1.0,1.0,1.0,1415.1/H-411/Harappa
001|<END>,001,<END>,240-765-740,3,1,1,1,1,1,240,740,240-765,765-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2611.1/M-84/Mohenjo-daro
001|<END>,001,<END>,243-159,2,1,1,1,1,1,243,159,243,159,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,3583.1/M-1276/Mohenjo-daro
001|<END>,001,<END>,255-324,2,1,1,1,1,1,255,324,255,324,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:C,1.0,Gaur,1.0,1.0,1.0,2912.1/M-416/Mohenjo-daro
001|<END>,001,<END>,255-435-690-740,4,1,1,1,1,1,255,740,255-435-690,435-690-740,Harappa,1.0,Inter-Riverine,1.0,SEAL:S,1.0,Bull1:II,1.0,1.0,1.0,1120.1/H-61/Harappa
001|<END>,001,<END>,264-817,2,1,1,1,1,1,264,817,264,817,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1,1.0,1.0,0.0,3325.1/M-929 /Mohenjo-daro
001|<END>,001,<END>,320-100-740-090,4,1,1,1,1,1,320,090,320-100-740,100-740-090,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1,1.0,1.0,1.0,3557.1/M-1221/Mohenjo-daro
001|<END>,001,<END>,328-004-002,3,1,1,1,1,1,328,002,328-004,004-002,Ur,1.0,Mesopotamia,1.0,SEAL:C,1.0,Gaur,1.0,1.0,1.0,3898.1/-/Ur
001|<END>,001,<END>,350,1,1,1,1,1,1,350,350,,,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2549.1/M-21/Mohenjo-daro
001|<END>,001,<END>,350-090-353,3,1,1,1,1,1,350,353,350-090,090-353,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,,0.0,1.0,0.0,3431.1/M-1057/Mohenjo-daro
001|<END>,001,<END>,368,1,1,1,1,1,1,368,368,,,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Gaur,1.0,1.0,1.0,2213.1/M-235/Mohenjo-daro
001|<END>,001,<END>,390,1,1,1,1,1,1,390,390,,,Mohenjo-daro,1.0,Lower Indus,1.0,POT:T:g,1.0,,0.0,0.0,0.0,2157.1/M-2064/Mohenjo-daro
001|<END>,001,<END>,415-220-740-679,4,1,1,1,1,1,415,679,415-220-740,220-740-679,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1,1.0,1.0,1.0,3084.1/M-634/Mohenjo-daro
001|<END>,001,<END>,415-365-798-740-400,5,1,1,1,1,1,415,400,415-365-798-740,365-798-740-400,Harappa,1.0,Inter-Riverine,1.0,TAB:B,1.0,,0.0,0.0,1.0,649.2/H-1823/Harappa
001|<END>,001,<END>,456-100-740,3,1,1,1,1,1,456,740,456-100,100-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,3571.1/M-1264/Mohenjo-daro
001|<END>,001,<END>,467-806-155,3,1,1,1,1,1,467,155,467-806,806-155,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2218.1/M-1683/Mohenjo-daro
001|<END>,001,<END>,469-806-154,3,1,1,1,1,1,469,154,469-806,806-154,Harappa,1.0,Inter-Riverine,1.0,SEAL:R,1.0,,0.0,1.0,1.0,1184.1/H-143/Harappa
001|<END>,001,<END>,472-806-154,3,1,1,1,1,1,472,154,472-806,806-154,Harappa,1.0,Inter-Riverine,1.0,SEAL:R,1.0,,0.0,1.0,1.0,1199.1/H-158/Harappa
001|<END>,001,<END>,482-740-621,3,1,1,1,1,1,482,621,482-740,740-621,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,T-A-T,1.0,1.0,1.0,2829.1/M-310/Mohenjo-daro
001|<END>,001,<END>,510-463-760,3,1,1,1,1,1,510,760,510-463,463-760,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,0.0,2583.1/M-55/Mohenjo-daro
001|<END>,001,<END>,518-081-892-400,4,1,1,1,1,1,518,400,518-081-892,081-892-400,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:L,1.0,1.0,1.0,2233.1/M-1744/Mohenjo-daro
001|<END>,001,<END>,520-350-543-874,4,1,1,1,1,1,520,874,520-350-543,350-543-874,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Zebu,1.0,1.0,1.0,3487.1/M-1116/Mohenjo-daro
001|<END>,001,<END>,554-527,2,1,1,1,1,1,554,527,554,527,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Gaur,1.0,1.0,1.0,3461.1/M-1087/Mohenjo-daro
001|<END>,001,<END>,554-740,2,1,1,1,1,1,554,740,554,740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL,1.0,,0.0,1.0,0.0,3405.1/M-1020/Mohenjo-daro
001|<END>,001,<END>,590-390-740,3,1,1,1,1,1,590,740,590-390,390-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,CompBull,1.0,1.0,1.0,2819.1/M-300/Mohenjo-daro
001|<END>,001,<END>,627-844,2,1,1,1,1,1,627,844,627,844,Lothal,1.0,Gujarat/Kutch,1.0,SEAL:R,1.0,,0.0,1.0,0.0,2059.1/L-110/Lothal
001|<END>,001,<END>,645-286,2,1,1,1,1,1,645,286,645,286,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1,1.0,1.0,1.0,3369.1/M-976/Mohenjo-daro
001|<END>,001,<END>,685,1,1,1,1,1,1,685,685,,,Lothal,1.0,Gujarat/Kutch,1.0,SEAL:S,1.0,Bull1,1.0,1.0,0.0,1992.1/L-14/Lothal
001|<END>,001,<END>,692-440-920,3,1,1,1,1,1,692,920,692-440,440-920,Harappa,1.0,Inter-Riverine,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,1068.1/H-7/Harappa
001|<END>,001,<END>,704-390,2,1,1,1,1,1,704,390,704,390,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,3101.1/M-662/Mohenjo-daro
001|<END>,001,<END>,719,1,1,1,1,1,1,719,719,,,Lothal,1.0,Gujarat/Kutch,1.0,SEAL:R,1.0,,0.0,1.0,0.0,2047.1/L-93/Lothal
001|<END>,001,<END>,740-740,2,1,1,1,1,1,740,740,740,740,Unknown,1.0,Other,1.0,SEAL:C,1.0,Gaur,1.0,1.0,1.0,3889.1/-/Unknown
001|<END>,001,<END>,742-003,2,1,1,1,1,1,742,003,742,003,Lothal,1.0,Gujarat/Kutch,1.0,SEAL:R,1.0,,0.0,1.0,0.0,2034.1/L-79/Lothal
001|<END>,001,<END>,745-904,2,1,1,1,1,1,745,904,745,904,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,0.0,3597.1/M-1292/Mohenjo-daro
001|<END>,001,<END>,760-740-194-740-817,5,1,1,1,1,1,760,817,760-740-194-740,740-194-740-817,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:I,1.0,1.0,1.0,2212.1/M-165/Mohenjo-daro
001|<END>,001,<END>,790,1,1,1,1,1,1,790,790,,,Lothal,1.0,Gujarat/Kutch,1.0,POT:T:g,1.0,,0.0,0.0,1.0,2152.1/L-274/Lothal
001|<END>,001,<END>,790-407-590,3,1,1,1,1,1,790,590,790-407,407-590,Dholavira,1.0,Gujarat/Kutch,1.0,SEAL:R,1.0,,0.0,1.0,1.0,4284.1/-/Dholavira
001|<END>,001,<END>,798-233-790-900-740,5,1,1,1,1,1,798,740,798-233-790-900,233-790-900-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:J,1.0,1.0,1.0,2683.1/M-157/Mohenjo-daro
001|<END>,001,<END>,798-240-231-388-740,5,1,1,1,1,1,798,740,798-240-231-388,240-231-388-740,Harappa,1.0,Inter-Riverine,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,1086.1/H-26/Harappa
001|<END>,001,<END>,803-231-520-860,4,1,1,1,1,1,803,860,803-231-520,231-520-860,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Elep,1.0,1.0,0.0,3515.1/M-1154/Mohenjo-daro
001|<END>,001,<END>,803-233-740,3,1,1,1,1,1,803,740,803-233,233-740,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1,1.0,1.0,0.0,3457.1/M-1083/Mohenjo-daro
001|<END>,001,<END>,803-235-520,3,1,1,1,1,1,803,520,803-235,235-520,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:S,1.0,1.0,1.0,3219.1/M-806/Mohenjo-daro
001|<END>,001,<END>,806-032-220-740-679,5,1,1,1,1,1,806,679,806-032-220-740,032-220-740-679,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:R,1.0,,0.0,1.0,1.0,3427.1/M-1052/Mohenjo-daro
001|<END>,001,<END>,806-798-233,3,1,1,1,1,1,806,233,806-798,798-233,Harappa,1.0,Inter-Riverine,1.0,SEAL:R,1.0,,0.0,1.0,0.0,1186.1/H-145/Harappa
001|<END>,001,<END>,820-002-032-382-520,5,1,1,1,1,1,820,520,820-002-032-382,002-032-382-520,Mohenjo-daro,1.0,Lower Indus,1.0,SEAL:S,1.0,Bull1:W,1.0,1.0,1.0,2236.1/M-1677/Mohenjo-daro
001|<END>,001,<END>,821-004-904,3,1,1,1,1,1,821,904,821-004,004-904,Mohenjo-daro,1.0,Lower Indus,1.0,TAG:L,1.0,,0.0,0.0,1.0,3680.1/M-1384/Mohenjo-daro
