Frame,Left,Right,Count,DistinctFillers,TopFiller,TopFillerShare,FillerEntropy,SiteCount,RegionCount,TypeCount,SealPct,CompletePct,NameSlotScore,Examples
233|407,233,407,10,6,705-033-585,0.3,0.9172,2,2,3,0.4,1.0,0.6279,1173.1/H-132/Harappa; 1574.1/H-659/Harappa; 2189.1/M-1953/Mohenjo-daro; 2523.1/-/Mohenjo-daro; 2696.1/M-171/Mohenjo-daro
555|<END>,555,<END>,22,6,527,0.6364,0.6472,3,3,3,0.9545,0.7727,0.6265,472.1/H-2084/Harappa; 1081.1/H-21/Harappa; 1400.1/H-386/Harappa; 1449.1/H-459/Harappa; 1988.1/L-9/Lothal
798|400,798,400,13,7,415-220-740,0.3846,0.8904,2,2,3,0.1538,0.9231,0.6248,259.1/H-1051/Harappa; 421.1/H-1984/Harappa; 569.2/H-1922/Harappa; 649.2/H-1823/Harappa; 749.2/H-2183/Harappa
792|<END>,792,<END>,12,7,740-090,0.3333,0.8984,2,2,4,0.25,0.8333,0.6241,497.2/H-1836/Harappa; 740.1/-/Harappa; 752.2/H-2143/Harappa; 824.1/H-1775/Harappa; 928.2/H-1837/Harappa
<START>|484,<START>,484,6,5,900,0.3333,0.9697,3,3,3,0.8333,0.8333,0.6222,42.1/B-24/Banawali; 1461.1/H-474/Harappa; 2373.1/M-1695/Mohenjo-daro; 2849.3/M-331/Mohenjo-daro; 3178.1/M-755/Mohenjo-daro
705|388,705,388,6,5,717,0.3333,0.9697,3,3,3,0.8333,0.8333,0.6222,134.1/-/Dholavira; 923.2/H-1945/Harappa; 1178.1/H-137/Harappa; 2855.1/M-359/Mohenjo-daro; 3633.1/M-1328/Mohenjo-daro
018|<END>,018,<END>,6,5,390,0.3333,0.9697,2,2,2,0.6667,1.0,0.6222,1071.1/H-10/Harappa; 1706.1/H-817/Harappa; 1707.1/H-818/Harappa; 2610.1/M-83/Mohenjo-daro; 2697.1/M-172/Mohenjo-daro
575|002,575,002,6,5,031,0.3333,0.9697,4,3,2,1.0,0.6667,0.6222,1172.1/H-131/Harappa; 1898.1/K-24/Kalibangan; 2836.2/M-318/Mohenjo-daro; 3104.1/M-665/Mohenjo-daro; 4203.1/-/Dholavira
798|176,798,176,6,5,415-220,0.3333,0.9697,3,2,2,1.0,0.6667,0.6222,1452.1/H-464/Harappa; 2550.1/M-22/Mohenjo-daro; 3074.1/M-623/Mohenjo-daro; 3080.1/M-629/Mohenjo-daro; 3338.1/M-943/Mohenjo-daro
004|740,004,740,9,7,783,0.2222,0.9708,3,3,5,0.3333,0.6667,0.622,309.1/-/Harappa; 744.2/H-1993/Harappa; 1311.1/H-289/Harappa; 1312.1/H-290/Harappa; 1527.1/H-577/Harappa
060|031,060,031,6,6,031-592,0.1667,1.0,3,2,3,0.6667,0.6667,0.6214,64.1/C-54/Chanhu-daro; 100.1/C-12/Chanhu-daro; 200.1/H-1400/Harappa; 1404.1/H-391/Harappa; 2693.1/M-168/Mohenjo-daro
257|<END>,257,<END>,6,6,002,0.1667,1.0,3,2,2,0.8333,0.5,0.6214,216.1/-/Baror; 551.1/H-1663/Harappa; 1663.1/H-771/Harappa; 2681.1/M-154/Mohenjo-daro; 3542.1/M-1191/Mohenjo-daro
832|740,832,740,6,6,255-070-752,0.1667,1.0,3,2,4,0.5,0.8333,0.6214,601.1/H-2021/Harappa; 1183.1/H-142/Harappa; 1944.1/K-89/Kalibangan; 2224.1/M-1676/Mohenjo-daro; 2389.1/M-1681/Mohenjo-daro
<START>|511,<START>,511,6,6,142-032,0.1667,1.0,2,2,3,0.5,0.8333,0.6214,765.2/H-1936/Harappa; 1205.1/H-170/Harappa; 1317.1/H-295/Harappa; 1530.1/H-580/Harappa; 2171.1/-/Mohenjo-daro
<START>|703,<START>,703,6,6,632,0.1667,1.0,3,3,3,0.8333,0.5,0.6214,1889.1/K-14/Kalibangan; 2166.1/-/Mohenjo-daro; 2184.1/M-1794/Mohenjo-daro; 2817.1/M-297/Mohenjo-daro; 3594.1/M-1289/Mohenjo-daro
150|<END>,150,<END>,6,6,001-055-617-150-400,0.1667,1.0,3,3,4,0.5,0.8333,0.6214,2775.1/M-252/Mohenjo-daro; 2775.1/M-252/Mohenjo-daro; 2975.2/M-494/Mohenjo-daro; 2976.2/M-495/Mohenjo-daro; 3882.1/-/Susa
002|031,002,031,5,4,235-222-740,0.4,0.961,2,1,2,1.0,1.0,0.6214,71.1/C-53/Chanhu-daro; 74.1/C-58/Chanhu-daro; 89.1/C-1/Chanhu-daro; 2255.1/M-1765/Mohenjo-daro; 2278.1/M-1974/Mohenjo-daro
032|231,032,231,5,4,220,0.4,0.961,3,2,1,1.0,1.0,0.6214,98.1/C-10/Chanhu-daro; 2795.1/M-274/Mohenjo-daro; 3119.1/M-683/Mohenjo-daro; 3529.1/M-1169/Mohenjo-daro; 5273.1/K-145/Kalibangan
717|002,717,002,5,4,533-861,0.4,0.961,3,2,2,1.0,1.0,0.6214,1171.1/H-130/Harappa; 1908.1/K-40/Kalibangan; 2580.1/M-52/Mohenjo-daro; 2872.1/M-376/Mohenjo-daro; 2887.1/M-391/Mohenjo-daro
002|773,002,773,5,4,240,0.4,0.961,2,2,2,1.0,1.0,0.6214,1176.1/H-135/Harappa; 2270.1/M-1668/Mohenjo-daro; 3133.1/M-706/Mohenjo-daro; 3194.1/M-780/Mohenjo-daro; 3372.1/M-979/Mohenjo-daro
002|236,002,236,5,4,806,0.4,0.961,3,2,2,1.0,1.0,0.6214,1410.1/H-405/Harappa; 2582.1/M-54/Mohenjo-daro; 3116.1/M-678/Mohenjo-daro; 3150.1/M-726/Mohenjo-daro; 5361.1/Ns-60/Nausharo
861|255,861,255,5,4,002-705,0.4,0.961,2,2,1,1.0,1.0,0.6214,1885.1/K-10/Kalibangan; 2600.1/M-72/Mohenjo-daro; 2627.1/M-100/Mohenjo-daro; 3199.1/M-785/Mohenjo-daro; 3556.2/M-1206/Mohenjo-daro
002|435,002,435,9,5,255,0.5556,0.8097,5,4,1,1.0,0.8889,0.6206,1073.1/H-12/Harappa; 1885.1/K-10/Kalibangan; 1990.1/L-11/Lothal; 2231.1/M-1688/Mohenjo-daro; 2490.1/M-1667/Mohenjo-daro
920|003,920,003,7,5,060-741,0.4286,0.9165,3,2,3,0.8571,0.8571,0.6197,104.1/C-16/Chanhu-daro; 1634.1/H-735/Harappa; 2310.1/M-1810/Mohenjo-daro; 2516.1/M-1672/Mohenjo-daro; 2587.1/M-59/Mohenjo-daro
002|142,002,142,7,5,061,0.4286,0.9165,3,2,3,0.7143,1.0,0.6197,599.2/H-1864/Harappa; 626.1/H-1662/Harappa; 2297.1/M-1772/Mohenjo-daro; 2690.1/M-164/Mohenjo-daro; 3047.1/M-577/Mohenjo-daro
269|<END>,269,<END>,7,5,740,0.4286,0.9165,4,3,2,0.8571,0.8571,0.6197,1530.1/H-580/Harappa; 1879.1/K-4/Kalibangan; 2130.1/L-212/Lothal; 2193.1/M-1766/Mohenjo-daro; 2559.1/M-31/Mohenjo-daro
032|923,032,923,7,5,220,0.4286,0.9165,1,1,2,1.0,0.7143,0.6197,2651.1/M-124/Mohenjo-daro; 2695.1/M-170/Mohenjo-daro; 2699.1/M-174/Mohenjo-daro; 3115.1/M-677/Mohenjo-daro; 3144.1/M-720/Mohenjo-daro
<START>|540,<START>,540,8,6,540,0.375,0.9306,4,3,5,0.375,1.0,0.6196,120.1/C-39/Chanhu-daro; 652.2/H-1841/Harappa; 943.1/H-1667/Harappa; 1015.1/H-1740/Harappa; 1028.1/H-1742/Harappa
924|<END>,924,<END>,8,6,705-740-851,0.375,0.9306,3,3,5,0.5,0.875,0.6196,295.2/H-1187/Harappa; 581.1/H-1990/Harappa; 687.1/H-1989/Harappa; 689.1/H-1988/Harappa; 2199.1/M-1682/Mohenjo-daro
406|<END>,406,<END>,8,6,740,0.375,0.9306,3,3,3,0.625,0.75,0.6196,1109.1/H-50/Harappa; 1109.1/H-50/Harappa; 2005.1/L-28/Lothal; 2010.1/L-37/Lothal; 2128.1/L-210/Lothal
<START>|411,<START>,411,7,7,491-285-002-335-740,0.1429,1.0,4,2,3,0.2857,0.7143,0.6191,1902.1/K-28/Kalibangan; 1948.1/K-94/Kalibangan; 1952.1/K-98/Kalibangan; 2016.1/L-45/Lothal; 5474.1/H-1522/Harappa
235|407,235,407,35,7,705-033-845,0.4,0.6937,2,2,2,0.1143,0.9429,0.6164,1554.1/H-639/Harappa; 1572.1/H-657/Harappa; 2523.1/-/Mohenjo-daro; 3006.1/M-534/Mohenjo-daro; 3006.1/M-534/Mohenjo-daro
370|<END>,370,<END>,8,6,002-550-527,0.25,0.9671,3,3,5,0.375,0.875,0.6162,885.1/H-1711/Harappa; 941.1/H-1721/Harappa; 3601.1/M-1296/Mohenjo-daro; 3670.1/M-1371/Mohenjo-daro; 3677.1/M-1381/Mohenjo-daro
066|740,066,740,5,5,741-235-495-017,0.2,1.0,4,2,2,0.8,0.8,0.6161,9.1/Ad-4/Allahdino; 121.2/C-40/Chanhu-daro; 321.1/-/Unknown; 2282.1/M-1879/Mohenjo-daro; 3365.1/M-972/Mohenjo-daro
530|740,530,740,5,5,296-002-840-032,0.2,1.0,4,3,2,0.8,0.8,0.6161,82.1/C-57/Chanhu-daro; 1665.1/H-773/Harappa; 3149.1/M-725/Mohenjo-daro; 3181.1/M-758/Mohenjo-daro; 4182.1/-/Dholavira
060|231,060,231,5,5,798-240,0.2,1.0,3,3,2,1.0,0.6,0.6161,939.1/H-1705/Harappa; 1098.1/H-39/Harappa; 2632.1/M-105/Mohenjo-daro; 3541.1/M-1190/Mohenjo-daro; 3890.1/-/Unknown
817|706,817,706,5,5,002-031,0.2,1.0,2,2,2,0.8,0.8,0.6161,1211.1/H-177/Harappa; 1401.1/H-388/Harappa; 1446.1/H-456/Harappa; 2359.1/M-1693/Mohenjo-daro; 2526.1/M-1662/Mohenjo-daro
060|527,060,527,5,5,233-550,0.2,1.0,3,3,2,1.0,0.6,0.6161,1985.1/L-2/Lothal; 2067.1/L-122/Lothal; 2861.1/M-365/Mohenjo-daro; 3358.1/M-964/Mohenjo-daro; 3867.1/Rgr-2/Rakhigarhi
220|001,220,001,5,5,740-565,0.2,1.0,3,3,3,1.0,0.6,0.6161,2313.1/M-1763/Mohenjo-daro; 3431.1/M-1057/Mohenjo-daro; 3995.1/M-1843/Mohenjo-daro; 4895.1/-/Khirsara; 5229.1/-/Saar
055|740,055,740,18,7,220,0.6111,0.6927,3,3,6,0.3333,1.0,0.6148,570.2/H-1797/Harappa; 1294.1/H-270/Harappa; 2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal
806|220,806,220,10,4,032,0.4,0.861,3,3,2,1.0,0.9,0.6138,1080.1/H-20/Harappa; 1169.1/H-103/Harappa; 1407.1/H-396/Harappa; 2234.1/M-1956/Mohenjo-daro; 2480.1/M-1985/Mohenjo-daro
540|<END>,540,<END>,10,6,740,0.4,0.8982,4,3,5,0.3,1.0,0.6131,120.1/C-39/Chanhu-daro; 120.1/C-39/Chanhu-daro; 652.2/H-1841/Harappa; 943.1/H-1667/Harappa; 1015.1/H-1740/Harappa
806|405,806,405,15,7,235-590,0.6,0.7142,2,2,3,0.4,0.9333,0.6124,505.1/H-1799/Harappa; 1020.1/H-1657/Harappa; 1081.1/H-21/Harappa; 1235.1/H-204/Harappa; 1569.1/H-654/Harappa
003|100,003,100,12,5,140,0.4167,0.8849,2,2,2,0.5,1.0,0.6124,292.1/H-1032/Harappa; 1121.1/H-62/Harappa; 1440.1/H-450/Harappa; 2310.1/M-1810/Mohenjo-daro; 2411.1/M-1725/Mohenjo-daro
790|740,790,740,9,5,717,0.3333,0.9101,3,2,3,0.6667,0.8889,0.6123,1467.1/H-479/Harappa; 1656.2/H-764/Harappa; 1657.1/H-765/Harappa; 1886.1/K-11/Kalibangan; 2234.1/M-1956/Mohenjo-daro
220|435,220,435,6,4,255,0.5,0.8962,2,2,2,1.0,1.0,0.6121,1073.1/H-12/Harappa; 1080.1/H-20/Harappa; 2231.1/M-1688/Mohenjo-daro; 2490.1/M-1667/Mohenjo-daro; 2566.1/M-38/Mohenjo-daro
<START>|592,<START>,592,6,4,031,0.3333,0.9591,3,2,2,1.0,0.8333,0.6112,64.1/C-54/Chanhu-daro; 1126.1/H-67/Harappa; 2302.1/M-1897/Mohenjo-daro; 2343.1/M-1790/Mohenjo-daro; 3266.1/M-854/Mohenjo-daro
033|405,033,405,6,4,590,0.3333,0.9591,2,2,2,1.0,0.8333,0.6112,1069.1/H-8/Harappa; 1177.1/H-136/Harappa; 1190.1/H-149/Harappa; 2445.1/M-1978/Mohenjo-daro; 2539.1/M-10/Mohenjo-daro
415|033,415,033,7,4,220-705,0.4286,0.9212,2,2,2,1.0,0.8571,0.6102,322.1/H-1027/Harappa; 1169.1/H-103/Harappa; 2178.1/M-1696/Mohenjo-daro; 2360.1/M-1971/Mohenjo-daro; 2422.1/M-1954/Mohenjo-daro
415|400,415,400,13,7,220-740,0.3846,0.8904,3,3,4,0.0769,0.8462,0.6094,649.2/H-1823/Harappa; 811.1/H-1978/Harappa; 1221.1/H-188/Harappa; 1234.1/H-203/Harappa; 1641.1/H-748/Harappa
817|235,817,235,14,5,002,0.6429,0.7006,4,3,3,0.9286,0.9286,0.6085,92.1/C-4/Chanhu-daro; 402.2/H-2015/Harappa; 1060.1/H-1050/Harappa; 1073.1/H-12/Harappa; 1081.1/H-21/Harappa
033|001,033,001,10,6,923-740,0.5,0.836,4,4,4,0.5,0.9,0.6076,1069.1/H-8/Harappa; 1557.1/H-642/Harappa; 1968.1/Krs-1/Khirsara; 2488.2/-/Mohenjo-daro; 3001.1/M-527/Mohenjo-daro
<START>|906,<START>,906,8,6,388,0.375,0.9306,3,2,5,0.625,0.625,0.6071,78.1/C-71/Chanhu-daro; 2552.1/M-24/Mohenjo-daro; 2564.1/M-36/Mohenjo-daro; 2660.1/M-133/Mohenjo-daro; 2850.1/M-354/Mohenjo-daro
097|<END>,097,<END>,20,5,151,0.45,0.8106,2,2,4,0.6,0.8,0.6055,374.1/H-1893/Harappa; 627.2/H-1917/Harappa; 637.2/H-1860/Harappa; 775.1/H-1666/Harappa; 1169.1/H-103/Harappa
031|033,031,033,6,5,705,0.3333,0.9697,2,2,4,0.6667,0.8333,0.6055,1103.1/H-44/Harappa; 1211.1/H-177/Harappa; 1388.1/H-369/Harappa; 1510.1/H-550/Harappa; 2202.1/M-2005/Mohenjo-daro
741|368,741,368,6,5,005,0.3333,0.9697,3,3,4,0.6667,0.8333,0.6055,1209.1/H-175/Harappa; 1388.1/H-369/Harappa; 1388.1/H-369/Harappa; 2721.1/M-196/Mohenjo-daro; 4159.1/-/Dholavira
<START>|924,<START>,924,7,5,156,0.4286,0.9165,3,3,3,0.5714,1.0,0.6054,581.1/H-1990/Harappa; 687.1/H-1989/Harappa; 689.1/H-1988/Harappa; 2199.1/M-1682/Mohenjo-daro; 2350.1/M-1899/Mohenjo-daro
741|151,741,151,7,5,590-390,0.4286,0.9165,2,2,2,0.7143,0.8571,0.6054,1214.1/H-180/Harappa; 1214.2/H-180/Harappa; 1538.1/H-595/Harappa; 2254.1/M-1756/Mohenjo-daro; 2344.1/M-1902/Mohenjo-daro
<START>|317,<START>,317,6,6,090-817,0.1667,1.0,4,4,6,0.6667,0.5,0.6048,147.1/-/Failaka; 788.2/H-1840/Harappa; 1067.1/H-6/Harappa; 1589.1/H-682/Harappa; 2134.1/L-218/Lothal
741|590,741,590,6,6,832,0.1667,1.0,2,2,2,0.8333,0.3333,0.6048,431.1/H-1725/Harappa; 1111.1/H-52/Harappa; 1439.1/H-449/Harappa; 1454.1/H-466/Harappa; 2744.1/M-220/Mohenjo-daro
204|<END>,204,<END>,6,6,540-740,0.1667,1.0,2,2,3,0.6667,0.5,0.6048,652.2/H-1841/Harappa; 1072.1/H-11/Harappa; 1237.1/H-206/Harappa; 2227.1/M-1975/Mohenjo-daro; 2567.1/M-39/Mohenjo-daro
700|740,700,740,6,6,318-920,0.1667,1.0,3,2,5,0.3333,0.8333,0.6048,894.1/H-2135/Harappa; 1444.1/H-454/Harappa; 1496.1/H-519/Harappa; 1678.2/H-787/Harappa; 1945.1/K-90/Kalibangan
033|400,033,400,13,7,550-525,0.4615,0.8383,2,2,3,0.1538,0.8462,0.6041,512.2/H-1816/Harappa; 635.1/H-1814/Harappa; 653.1/H-1813/Harappa; 668.1/H-1672/Harappa; 867.1/H-1812/Harappa
240|033,240,033,22,5,705,0.5909,0.7292,4,3,3,0.7727,0.7727,0.6038,63.1/C-64/Chanhu-daro; 95.1/C-7/Chanhu-daro; 97.1/C-9/Chanhu-daro; 512.2/H-1816/Harappa; 635.1/H-1814/Harappa
<START>|519,<START>,519,9,7,849-742,0.3333,0.941,3,3,2,0.4444,0.4444,0.6034,256.1/H-1038/Harappa; 432.2/H-1820/Harappa; 582.1/H-1821/Harappa; 584.2/H-1819/Harappa; 655.2/H-1818/Harappa
368|590,368,590,7,5,330-741,0.2857,0.963,3,2,2,0.4286,1.0,0.6028,1214.1/H-180/Harappa; 1214.2/H-180/Harappa; 1599.1/H-694/Harappa; 1600.1/H-695/Harappa; 1885.1/K-10/Kalibangan
067|<END>,067,<END>,7,6,740,0.2857,0.9755,5,3,5,0.4286,0.7143,0.6023,68.1/C-55/Chanhu-daro; 425.2/H-2125/Harappa; 458.2/H-1940/Harappa; 514.1/H-2048/Harappa; 2166.1/-/Mohenjo-daro
552|<END>,552,<END>,7,6,840-760-740,0.2857,0.9755,3,2,2,0.7143,0.4286,0.6023,126.1/-/Dholavira; 1987.1/L-5/Lothal; 2083.1/L-141/Lothal; 2653.1/M-126/Mohenjo-daro; 2688.1/M-162/Mohenjo-daro
<START>|746,<START>,746,7,6,140,0.2857,0.9755,2,2,3,0.8571,0.2857,0.6023,931.1/H-1727/Harappa; 1595.1/H-689/Harappa; 2317.1/M-1977/Mohenjo-daro; 2874.1/M-378/Mohenjo-daro; 3082.1/M-632/Mohenjo-daro
<START>|930,<START>,930,7,6,920-632,0.2857,0.9755,2,2,2,0.5714,0.5714,0.6023,1396.1/H-380/Harappa; 1397.1/H-381/Harappa; 2779.1/M-256/Mohenjo-daro; 3083.1/M-633/Mohenjo-daro; 3396.1/M-1005/Mohenjo-daro
101|<END>,101,<END>,8,5,740-090,0.5,0.8614,3,2,4,0.625,1.0,0.6023,89.1/C-1/Chanhu-daro; 533.1/H-2175/Harappa; 1104.1/H-45/Harappa; 1241.1/H-210/Harappa; 2197.1/M-1685/Mohenjo-daro
240|390,240,390,8,5,590,0.5,0.8614,3,3,3,0.625,1.0,0.6023,1057.1/H-733/Harappa; 1098.1/H-39/Harappa; 1226.1/H-194/Harappa; 1439.1/H-449/Harappa; 1633.1/H-734/Harappa
861|235,861,235,17,6,002,0.7059,0.6023,4,3,5,0.8824,0.8235,0.602,71.1/C-53/Chanhu-daro; 74.1/C-58/Chanhu-daro; 1170.1/H-129/Harappa; 2043.1/L-89/Lothal; 2113.2/L-191/Lothal
019|<END>,019,<END>,5,4,156,0.4,0.961,3,3,2,1.0,0.8,0.6014,128.1/-/Dholavira; 296.1/H-1058/Harappa; 1083.1/H-23/Harappa; 2457.1/M-1752/Mohenjo-daro; 4225.1/-/Dholavira
233|760,233,760,5,4,001,0.4,0.961,3,3,3,0.8,1.0,0.6014,294.1/H-161/Harappa; 1738.2/H-852/Harappa; 3453.1/M-1079/Mohenjo-daro; 3908.1/M-1670/Mohenjo-daro; 4162.1/-/Dholavira
003|405,003,405,5,4,220-590,0.4,0.961,2,2,3,0.8,1.0,0.6014,1020.1/H-1657/Harappa; 1175.1/H-134/Harappa; 1182.1/H-141/Harappa; 2887.1/M-391/Mohenjo-daro; 3066.2/M-605/Mohenjo-daro
140|032,140,032,5,4,920,0.4,0.961,2,2,2,1.0,0.8,0.6014,1066.1/H-5/Harappa; 2342.1/M-1661/Mohenjo-daro; 2461.1/M-1853/Mohenjo-daro; 2852.1/M-356/Mohenjo-daro; 3531.1/M-1173/Mohenjo-daro
705|032,705,032,5,4,033,0.4,0.961,3,3,3,0.8,1.0,0.6014,1171.1/H-130/Harappa; 2486.1/M-1723/Mohenjo-daro; 2851.1/M-355/Mohenjo-daro; 3673.1/M-1375/Mohenjo-daro; 4237.1/-/Dholavira
233|090,233,090,5,4,740,0.4,0.961,2,2,1,1.0,0.8,0.6014,1986.1/L-4/Lothal; 2007.1/L-31/Lothal; 2013.1/L-41/Lothal; 2754.1/M-230/Mohenjo-daro; 3339.1/M-944/Mohenjo-daro
<START>|572,<START>,572,5,4,368,0.4,0.961,4,4,1,1.0,0.8,0.6014,2639.1/M-112/Mohenjo-daro; 2764.1/M-241/Mohenjo-daro; 3915.1/H-1021/Harappa; 4253.1/-/Dholavira; 5573.1/-/Unknown
235|220,235,220,5,3,240,0.4,0.9602,2,2,1,1.0,1.0,0.5962,1073.1/H-12/Harappa; 2566.1/M-38/Mohenjo-daro; 2580.1/M-52/Mohenjo-daro; 2841.1/M-323/Mohenjo-daro; 3357.1/M-962/Mohenjo-daro
861|405,861,405,5,5,002-840-032-844,0.2,1.0,3,3,3,0.4,1.0,0.5961,18.1/-/Bakkar Buthi; 409.2/H-1942/Harappa; 1175.1/H-134/Harappa; 1622.1/H-719/Harappa; 4272.1/-/Dholavira
892|740,892,740,5,5,647-741-067,0.2,1.0,4,2,3,0.6,0.8,0.5961,68.1/C-55/Chanhu-daro; 1024.2/H-1851/Harappa; 2193.1/M-1766/Mohenjo-daro; 3157.1/M-733/Mohenjo-daro; 5367.1/Ns-66/Nausharo
060|156,060,156,5,5,741-176,0.2,1.0,5,3,3,0.6,0.8,0.5961,257.1/H-1309/Harappa; 1936.1/K-80/Kalibangan; 1999.1/L-21/Lothal; 2607.1/M-80/Mohenjo-daro; 4175.1/-/Dholavira
002|920,002,920,5,5,798-320,0.2,1.0,2,2,3,0.8,0.6,0.5961,259.1/H-1051/Harappa; 1082.1/H-22/Harappa; 2171.1/-/Mohenjo-daro; 2257.1/M-656/Mohenjo-daro; 2338.1/M-1955/Mohenjo-daro
<START>|153,<START>,153,5,5,118,0.2,1.0,3,3,4,0.4,1.0,0.5961,557.2/H-1855/Harappa; 2206.1/M-1689/Mohenjo-daro; 3921.1/H-1036/Harappa; 4286.1/-/Dholavira; 5519.1/M-1376/Mohenjo-daro
<START>|007,<START>,007,5,5,484-626-503,0.2,1.0,3,2,4,0.6,0.8,0.5961,1581.1/H-666/Harappa; 2371.1/M-2124/Mohenjo-daro; 2858.1/M-362/Mohenjo-daro; 3272.1/M-861/Mohenjo-daro; 5301.1/K-176/Kalibangan
006|<END>,006,<END>,5,5,911,0.2,1.0,3,3,2,0.6,0.8,0.5961,2362.2/M-2121/Mohenjo-daro; 2369.1/M-2122/Mohenjo-daro; 3116.1/M-678/Mohenjo-daro; 4180.1/-/Dholavira; 5277.1/K-150/Kalibangan
615|740,615,740,37,8,752,0.7838,0.4493,3,2,3,0.2162,0.973,0.5959,1064.1/H-3/Harappa; 1074.1/H-13/Harappa; 1552.2/H-612/Harappa; 1981.1/Lh-1/Lohumjo-daro; 2275.1/-/Mohenjo-daro
817|231,817,231,6,4,002,0.5,0.8962,3,2,1,1.0,0.8333,0.5955,98.1/C-10/Chanhu-daro; 1401.1/H-388/Harappa; 1449.1/H-459/Harappa; 1549.1/H-609/Harappa; 2782.1/M-259/Mohenjo-daro
235|555,235,555,6,4,233,0.5,0.8962,3,3,2,1.0,0.8333,0.5955,1081.1/H-21/Harappa; 2020.1/L-51/Lothal; 2294.1/M-1917/Mohenjo-daro; 2359.1/M-1693/Mohenjo-daro; 3455.1/M-1081/Mohenjo-daro
016|740,016,740,6,4,220,0.5,0.8962,2,1,1,1.0,0.8333,0.5955,2225.1/M-1923/Mohenjo-daro; 2581.1/M-53/Mohenjo-daro; 2639.1/M-112/Mohenjo-daro; 2663.1/M-136/Mohenjo-daro; 2760.1/M-237/Mohenjo-daro
817|017,817,017,6,4,002,0.5,0.8962,1,1,2,0.8333,1.0,0.5955,2272.1/M-1717/Mohenjo-daro; 2299.1/M-1708/Mohenjo-daro; 2421.1/M-2129/Mohenjo-daro; 3089.1/M-644/Mohenjo-daro; 3190.1/M-776/Mohenjo-daro
034|<END>,034,<END>,126,9,700,0.9127,0.2132,4,2,7,0.0238,0.9524,0.5952,17.1/Ai-7/Amri; 198.2/H-1138/Harappa; 200.1/H-1400/Harappa; 222.3/H-1354/Harappa; 263.1/H-1293/Harappa
554|<END>,554,<END>,15,5,527,0.4,0.8711,5,3,6,0.6,0.6667,0.595,22.1/Blk-4/Bala-kot; 248.1/H-1513/Harappa; 523.1/H-2345/Harappa; 624.2/H-1817/Harappa; 682.2/H-1146/Harappa
240|220,240,220,6,4,415,0.3333,0.9591,4,3,2,0.8333,0.8333,0.5945,63.1/C-64/Chanhu-daro; 485.2/H-1953/Harappa; 2403.1/M-1690/Mohenjo-daro; 2420.1/M-1814/Mohenjo-daro; 2566.1/M-38/Mohenjo-daro
002|923,002,923,6,4,240,0.3333,0.9591,2,2,1,1.0,0.6667,0.5945,223.1/H-1042/Harappa; 2536.1/M-7/Mohenjo-daro; 2561.1/M-33/Mohenjo-daro; 2699.1/M-174/Mohenjo-daro; 3144.1/M-720/Mohenjo-daro
060|235,060,235,6,4,745,0.3333,0.9591,2,2,1,1.0,0.6667,0.5945,1098.1/H-39/Harappa; 2844.1/M-326/Mohenjo-daro; 3091.1/M-647/Mohenjo-daro; 3110.1/M-671/Mohenjo-daro; 3541.1/M-1190/Mohenjo-daro
468|<END>,468,<END>,10,5,806-154,0.6,0.7627,2,2,3,0.9,0.8,0.5942,1087.1/H-27/Harappa; 1117.1/H-58/Harappa; 1193.1/H-152/Harappa; 1201.1/H-160/Harappa; 1585.1/H-670/Harappa
817|503,817,503,8,4,002,0.625,0.7744,2,2,2,1.0,1.0,0.5931,1074.1/H-13/Harappa; 2272.1/M-1717/Mohenjo-daro; 2542.1/M-14/Mohenjo-daro; 2586.1/M-58/Mohenjo-daro; 2628.1/M-101/Mohenjo-daro
920|400,920,400,10,5,740,0.4,0.9139,3,3,4,0.4,0.9,0.592,259.1/H-1051/Harappa; 569.2/H-1922/Harappa; 1216.1/H-183/Harappa; 1217.1/H-184/Harappa; 1273.1/H-248/Harappa
<START>|257,<START>,257,7,5,840,0.4286,0.9165,4,2,3,0.7143,0.7143,0.5911,216.1/-/Baror; 679.3/H-2217/Harappa; 1663.1/H-771/Harappa; 2681.1/M-154/Mohenjo-daro; 3542.1/M-1191/Mohenjo-daro
231|033,231,033,13,4,705,0.6154,0.7443,2,2,3,0.8462,1.0,0.5902,322.1/H-1027/Harappa; 1171.1/H-130/Harappa; 1401.1/H-388/Harappa; 2533.1/M-4/Mohenjo-daro; 2613.1/M-86/Mohenjo-daro
503|400,503,400,9,5,017-740,0.3333,0.9101,2,2,3,0.3333,1.0,0.5901,730.1/-/Harappa; 737.1/H-1964/Harappa; 1208.1/H-174/Harappa; 1614.1/H-709/Harappa; 1615.1/H-710/Harappa
519|<END>,519,<END>,13,6,740,0.5385,0.7872,4,3,4,0.5385,0.6923,0.5894,218.1/H-1177/Harappa; 256.1/H-1038/Harappa; 550.2/H-1822/Harappa; 582.1/H-1821/Harappa; 1259.1/H-232/Harappa
920|176,920,176,6,5,002,0.3333,0.9697,3,2,3,0.5,0.8333,0.5889,83.1/C-62/Chanhu-daro; 257.1/H-1309/Harappa; 370.1/H-2016/Harappa; 1700.1/H-811/Harappa; 2335.1/M-1671/Mohenjo-daro
