TextId,CISI,Site,Type,ReadingTokens,AbstractSigns,SemanticFrame,ControlledSentenceGloss,StructuralParse,SlotFillers,ReconstructionConfidence,PhoneticReadiness,PhoneticTest
2067.1,L-122,Lothal,SEAL:R,820-060-443-740-550-527,C01-A06-R89-T01-R15-T04,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[443-740-550-527],060|<END>:443-740-550-527@3-6,0.6,Medium,compare all artifacts in frames 060|<END>
1986.1,L-4,Lothal,SEAL:S,031-575-002-233-100-740-090,M03-R22-A01-A04-A15-T01-A10,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_233)[031-575-002] | PRIME_ENTITY_SLOT(002_740)[233-100] | 740:TERMINAL_TITLE_OR_SUFFIX | 090:SLOT_FINAL_MODIFIER,<START>|233:031-575-002@1-3; 002|740:233-100@4-5,0.6,Medium,"compare all artifacts in frames 002|740, <START>|233"
3427.1,M-1052,Mohenjo-daro,SEAL:R,095-001-575-595-001-806-032-220-740-679,R84-A05-R22-R46-A05-M06-A07-A09-T01-R35,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[095-001-575-595] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[806-032-220-740-679],<START>|001:095-001-575-595@1-4; 001|<END>:806-032-220-740-679@6-10,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3455.1,M-1081,Mohenjo-daro,SEAL:S,518-831-741-235-233-055-555-527,R133-R78-A03-M01-A04-R23-R40-T04,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[518-831] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[235-233-055-555-527],<START>|741:518-831@1-2; 741|<END>:235-233-055-555-527@4-8,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2638.1,M-111,Mohenjo-daro,SEAL:S,821-001-233-320-920-740,R142-A05-A04-R37-M04-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[821] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[233-320-920-740],<START>|001:821@1-1; 001|<END>:233-320-920-740@3-6,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3498.1,M-1129,Mohenjo-daro,SEAL:S,920-455-741-353-544-740,M04-R44-A03-R207-R135-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[920-455] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[353-544-740],<START>|741:920-455@1-2; 741|<END>:353-544-740@4-6,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2646.1,M-119,Mohenjo-daro,SEAL:S,563-900-032-632-125-390-002-484-337-151,R244-R06-A07-R58-R05-M02-A01-R132-R122-T05,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[563-900-032-632-125] | 390:CLOSING_FORMULA_MARKER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[484-337-151],<START>|390:563-900-032-632-125@1-5; 002|<END>:484-337-151@8-10,0.6,Medium,"compare all artifacts in frames 002|<END>, <START>|390"
2540.1,M-12,Mohenjo-daro,SEAL:S,371-892-202-368-002-233-590-390-740,R211-R36-R111-R04-A01-A04-A08-M02-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_233)[371-892-202-368-002] | PRIME_ENTITY_SLOT(002_740)[233-590-390] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|233:371-892-202-368-002@1-5; 002|740:233-590-390@6-8,0.6,Medium,"compare all artifacts in frames 002|740, <START>|233"
3573.1,M-1266,Mohenjo-daro,SEAL:R,055-235-233-483-740,R23-M01-A04-R229-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[055-235] | PRODUCTIVE_SLOT(235_<END>)[233-483-740],<START>|233:055-235@1-2; 235|<END>:233-483-740@3-5,0.6,Medium,"compare all artifacts in frames 235|<END>, <START>|233"
3574.1,M-1267,Mohenjo-daro,SEAL:R,861-002-175-720-740-001-416,C02-A01-R68-R140-T01-A05-R34,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[175-720] | 740:TERMINAL_TITLE_OR_SUFFIX | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[416],002|740:175-720@3-4; 001|<END>:416@7-7,0.6,Medium,"compare all artifacts in frames 001|<END>, 002|740"
2656.1,M-129,Mohenjo-daro,SEAL:S,360-741-235-240-233-520,R126-A03-M01-A02-A04-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[360] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[235-240-233-520],<START>|741:360@1-1; 741|<END>:235-240-233-520@3-6,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
3679.1,M-1383,Mohenjo-daro,TAG:R,920-060-741-031-017-575-740,M04-A06-A03-M03-R17-R22-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-031-017-575-740],<START>|741:920-060@1-2; 060|<END>:741-031-017-575-740@3-7,0.6,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
2236.1,M-1677,Mohenjo-daro,SEAL:S,012-440-001-820-002-032-382-520,R148-R38-A05-C01-A01-A07-R71-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_001)[012-440] | 001:SLOT_INITIAL_MODIFIER | 820:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[032-382-520],<START>|001:012-440@1-2; 002|<END>:032-382-520@6-8,0.6,Medium,"compare all artifacts in frames 002|<END>, <START>|001"
3985.1,M-1736,Mohenjo-daro,SEAL:S,903-903-741-240-235-705-033-520,R143-R143-A03-A02-M01-A13-A11-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[903-903-741] | PRODUCTIVE_SLOT(741_<END>)[240-235-705-033-520],<START>|240:903-903-741@1-3; 741|<END>:240-235-705-033-520@4-8,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|240"
2233.1,M-1744,Mohenjo-daro,SEAL:S,250-031-001-518-081-892-400,R52-M03-A05-R133-R105-R36-T03,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[250-031] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[518-081-892-400],<START>|001:250-031@1-2; 001|<END>:518-081-892-400@4-7,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
2254.1,M-1756,Mohenjo-daro,SEAL:S,892-741-235-240-151,R36-A03-M01-A02-T05,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[892] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[235-240-151],<START>|741:892@1-1; 741|<END>:235-240-151@3-5,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2285.1,M-1760,Mohenjo-daro,SEAL:S,820-060-235-240-923-740,C01-A06-M01-A02-R26-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[235-240-923-740],060|<END>:235-240-923-740@3-6,0.6,Medium,compare all artifacts in frames 060|<END>
2495.1,M-1780,Mohenjo-daro,SEAL:S,255-070-741-003-645-740,R07-R20-A03-M05-R25-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[255-070] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[003-645-740],<START>|741:255-070@1-2; 741|<END>:003-645-740@4-6,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
4001.1,M-1894,Mohenjo-daro,SEAL:S,031-368-413-002-233-440-740,M03-R04-R217-A01-A04-R38-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_233)[031-368-413-002] | PRIME_ENTITY_SLOT(002_740)[233-440] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|233:031-368-413-002@1-4; 002|740:233-440@5-6,0.6,Medium,"compare all artifacts in frames 002|740, <START>|233"
2478.1,M-1906,Mohenjo-daro,SEAL:S,820-060-235-233-705-033-520,C01-A06-M01-A04-A13-A11-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[235-233-705-033-520],060|<END>:235-233-705-033-520@3-7,0.6,Medium,compare all artifacts in frames 060|<END>
2227.1,M-1975,Mohenjo-daro,SEAL:R,920-204-595-001-752-740,M04-R179-R46-A05-R59-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[920-204-595] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[752-740],<START>|001:920-204-595@1-3; 001|<END>:752-740@5-6,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
2727.1,M-202,Mohenjo-daro,SEAL:S,820-060-031-241-400,C01-A06-M03-R187-T03,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[031-241-400],060|<END>:031-241-400@3-5,0.6,Medium,compare all artifacts in frames 060|<END>
2549.1,M-21,Mohenjo-daro,SEAL:S,861-002-032-692-362-740-001-350,C02-A01-A07-R18-R208-T01-A05-R11,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,861:INITIAL_TITLE_OR_CLASSIFIER | 002:SLOT_FINAL_MODIFIER | PRIME_ENTITY_SLOT(002_740)[032-692-362] | 740:TERMINAL_TITLE_OR_SUFFIX | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[350],002|740:032-692-362@3-5; 001|<END>:350@8-8,0.6,Medium,"compare all artifacts in frames 001|<END>, 002|740"
2789.1,M-266,Mohenjo-daro,SEAL:S,632-269-013-233-235-798-740-565,R58-R53-R63-A04-M01-A14-T01-R73,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[632-269-013] | 233:SLOT_INITIAL_MODIFIER | 235:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(235_<END>)[798-740-565],<START>|233:632-269-013@1-3; 235|<END>:798-740-565@6-8,0.6,Medium,"compare all artifacts in frames 235|<END>, <START>|233"
2808.1,M-288,Mohenjo-daro,SEAL:S,123-065-741-176-740-090-820,R167-R103-A03-R02-T01-A10-C01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_741)[123-065] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[176-740-090-820],<START>|741:123-065@1-2; 741|<END>:176-740-090-820@4-7,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2822.1,M-303,Mohenjo-daro,SEAL:S,820-060-705-033-520,C01-A06-A13-A11-T02,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[705-033-520],060|<END>:705-033-520@3-5,0.6,Medium,compare all artifacts in frames 060|<END>; test reused filler(s) 705-033-520 across frames
2866.1,M-370,Mohenjo-daro,SEAL:R,806-798-233-388-444-740-904-832,M06-A14-A04-R33-R224-T01-R19-R42,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[806-798] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[388-444-740-904-832],<START>|233:806-798@1-2; 233|<END>:388-444-740-904-832@4-8,0.6,Medium,"compare all artifacts in frames 233|<END>, <START>|233"
3077.1,M-626,Mohenjo-daro,SEAL:S,692-060-255-435-690-740-692-060-803-740-125-374-842,R18-A06-R07-R14-R08-T01-R18-A06-A12-T01-R05-R88-R79,TerminalFormula,"short terminal label, title, suffix, or object marker",692:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_740)[255-435-690] | 740:TERMINAL_TITLE_OR_SUFFIX | 692:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_<END>)[803-740-125-374-842],060|740:255-435-690@3-5; 060|<END>:803-740-125-374-842@9-13,0.6,Medium,"compare all artifacts in frames 060|740, 060|<END>"
2593.1,M-65,Mohenjo-daro,SEAL:S,575-706-001-031-220-520,R22-R09-A05-M03-A09-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[575-706] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[031-220-520],<START>|001:575-706@1-2; 001|<END>:031-220-520@4-6,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3114.1,M-675,Mohenjo-daro,SEAL:S,032-168-235-233-706-033-807-388-740,A07-R108-M01-A04-R09-A11-R283-R33-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[032-168-235] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[706-033-807-388-740],<START>|233:032-168-235@1-3; 233|<END>:706-033-807-388-740@5-9,0.6,Medium,"compare all artifacts in frames 233|<END>, <START>|233"
3139.1,M-714,Mohenjo-daro,SEAL:S,603-861-002-803-798-233-705-033-017-585-740,R246-C02-A01-A12-A14-A04-A13-A11-R17-R24-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_233)[603-861-002-803-798] | 233:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(233_<END>)[705-033-017-585-740],<START>|233:603-861-002-803-798@1-5; 233|<END>:705-033-017-585-740@7-11,0.6,Medium,"compare all artifacts in frames 233|<END>, <START>|233"
3149.1,M-725,Mohenjo-daro,SEAL:S,530-252-741-003-220-740-090,R56-R189-A03-M05-A09-T01-A10,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[530-252] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[003-220-740-090],<START>|741:530-252@1-2; 741|<END>:003-220-740-090@4-7,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
3180.1,M-757,Mohenjo-daro,SEAL:S,808-235-233-705-033-520,R101-M01-A04-A13-A11-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_233)[808-235] | PRODUCTIVE_SLOT(235_<END>)[233-705-033-520],<START>|233:808-235@1-2; 235|<END>:233-705-033-520@3-6,0.6,Medium,"compare all artifacts in frames 235|<END>, <START>|233"
3196.1,M-782,Mohenjo-daro,SEAL:S,621-740-001-912-740,R47-T01-A05-R298-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[621-740] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[912-740],<START>|001:621-740@1-2; 001|<END>:912-740@4-5,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
2293.1,M-808,Mohenjo-daro,SEAL:S,820-060-235-240-455-740,C01-A06-M01-A02-R44-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,NAME_LIKE_BLOCK[820-060] | PRODUCTIVE_SLOT(060_<END>)[235-240-455-740],060|<END>:235-240-455-740@3-6,0.6,Medium,compare all artifacts in frames 060|<END>
3249.1,M-837,Mohenjo-daro,SEAL:S,575-125-741-031-061-142-740,R22-R05-A03-M03-R29-R50-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_741)[575-125] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[031-061-142-740],<START>|741:575-125@1-2; 741|<END>:031-061-142-740@4-7,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
2611.1,M-84,Mohenjo-daro,SEAL:S,920-368-001-240-765-740,M04-R04-A05-A02-R272-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[920-368] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[240-765-740],<START>|001:920-368@1-2; 001|<END>:240-765-740@4-6,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3252.1,M-840,Mohenjo-daro,SEAL:S,374-920-001-233-705-033-031-046,R88-M04-A05-A04-A13-A11-M03-R153,LowEvidenceSequence,unresolved sequence with insufficient structural evidence,PRODUCTIVE_SLOT(<START>_001)[374-920] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[233-705-033-031-046],<START>|001:374-920@1-2; 001|<END>:233-705-033-031-046@4-8,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
3288.1,M-880,Mohenjo-daro,SEAL:S,319-705-741-877-861-740,R118-A13-A03-R81-C02-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_741)[319-705] | 741:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(741_<END>)[877-861-740],<START>|741:319-705@1-2; 741|<END>:877-861-740@4-6,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|741"
3301.1,M-896,Mohenjo-daro,SEAL:S,505-001-032-090-031-151,R230-A05-A07-A10-M03-T05,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[505] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[032-090-031-151],<START>|001:505@1-1; 001|<END>:032-090-031-151@3-6,0.6,Medium,"compare all artifacts in frames 001|<END>, <START>|001"
2620.1,M-93,Mohenjo-daro,SEAL:S,345-741-240-003-156,R123-A03-A02-M05-T06,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_240)[345-741] | PRODUCTIVE_SLOT(741_<END>)[240-003-156],<START>|240:345-741@1-2; 741|<END>:240-003-156@3-5,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|240"
3339.1,M-944,Mohenjo-daro,SEAL:S,817-368-060-233-740-090,C03-R04-A06-A04-T01-A10,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_233)[817-368-060] | PRODUCTIVE_SLOT(060_<END>)[233-740-090],<START>|233:817-368-060@1-3; 060|<END>:233-740-090@4-6,0.6,Medium,"compare all artifacts in frames 060|<END>, <START>|233"
3353.1,M-958,Mohenjo-daro,SEAL:S,590-003-900-002-240-772-740,A08-M05-R06-A01-A02-R99-T01,PrimeEntitySealFormula,seal formula: classifier/title plus entity filler plus terminal/final marker,PRODUCTIVE_SLOT(<START>_240)[590-003-900-002] | PRIME_ENTITY_SLOT(002_740)[240-772] | 740:TERMINAL_TITLE_OR_SUFFIX,<START>|240:590-003-900-002@1-4; 002|740:240-772@5-6,0.6,Medium,"compare all artifacts in frames 002|740, <START>|240"
5384.1,Ns-87,Nausharo,SEAL:S,840-257-741-001-950-031-384-740,R10-R190-A03-A05-R303-M03-R27-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[840-257-741] | PRODUCTIVE_SLOT(741_<END>)[001-950-031-384-740],<START>|001:840-257-741@1-3; 741|<END>:001-950-031-384-740@4-8,0.6,Medium,"compare all artifacts in frames 741|<END>, <START>|001"
228.1,-,Harappa,TAB:I,032-001-904-031-740,A07-A05-R19-M03-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[032] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[904-031-740],<START>|001:032@1-1; 001|<END>:904-031-740@3-5,0.59,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 032 across frames; inspect minimal alternation(s) involving 032"
5456.1,-,Tarkhanewala-dera,TAG,032-220-235-520,A07-A09-M01-T02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_520)[032-220-235] | PRODUCTIVE_SLOT(235_<END>)[520],<START>|520:032-220-235@1-3; 235|<END>:520@4-4,0.59,Medium,"compare all artifacts in frames 235|<END>, <START>|520; test reused filler(s) 520 across frames; inspect minimal alternation(s) involving 520"
4059.1,H-1198,Harappa,TAB:I,820-031-001-061-740,C01-M03-A05-R29-T01,ClassifierSlotTerminalFormula,classifier formula: initial class/title plus slot filler plus terminal marker,PRODUCTIVE_SLOT(<START>_001)[820-031] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[061-740],<START>|001:820-031@1-2; 001|<END>:061-740@4-5,0.59,Medium,"compare all artifacts in frames 001|<END>, <START>|001; inspect minimal alternation(s) involving 061-740"
229.1,H-1312,Harappa,TAB:I,032-001-904-031-740,A07-A05-R19-M03-T01,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_001)[032] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[904-031-740],<START>|001:032@1-1; 001|<END>:904-031-740@3-5,0.59,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 032 across frames; inspect minimal alternation(s) involving 032"
1264.1,H-239,Harappa,TAB:B,091-500-740-060-390,R65-R55-T01-A06-M02,TerminalFormula,"short terminal label, title, suffix, or object marker",PRODUCTIVE_SLOT(<START>_390)[091-500-740-060] | PRODUCTIVE_SLOT(060_<END>)[390],<START>|390:091-500-740-060@1-4; 060|<END>:390@5-5,0.59,Medium,"compare all artifacts in frames 060|<END>, <START>|390; test reused filler(s) 390 across frames; inspect minimal alternation(s) involving 390"
