NGram,Length,Count,TextCount,SiteCount,RegionCount,TypeCount,StartPct,EndPct,WholeTextPct,InternalPct,PositionEntropy10,DominantLeft,DominantLeftShare,DominantRight,DominantRightShare,DominantFrame,DominantFrameShare,LeftEntropy,RightEntropy,NeighborDiversity,DominantSite,DominantSiteShare,DominantRegion,DominantRegionShare,SealPct,CompletePct,NameAnchorScore,TitleMarkerScore,CrossSiteAnchorScore,FormulaRiskScore,WorkingClass,Examples
740-679,2,10,10,2,2,2,0.0,1.0,0.0,0.0,1.0,575,0.4,<END>,1.0,575|<END>,0.4,0.8982,0.0,0.4491,Mohenjo-daro,0.9,Lower Indus,0.9,1.0,1.0,0.9663,0.682,0.7382,0.557,RepeatedNameLikeBlockCandidate,1423.1/H-421/Harappa; 2176.1/M-1989/Mohenjo-daro; 2176.2/M-1989/Mohenjo-daro; 2484.1/M-1720/Mohenjo-daro; 2889.1/M-393/Mohenjo-daro
002-003-390,3,14,14,5,2,2,0.0,1.0,0.0,0.0,0.0,820,0.2857,<END>,1.0,820|<END>,0.2857,0.9107,0.0,0.4553,Mohenjo-daro,0.6429,Lower Indus,0.7857,0.9286,1.0,0.9657,0.5596,0.8059,0.5717,RepeatedNameLikeBlockCandidate,61.1/C-66/Chanhu-daro; 634.1/H-1680/Harappa; 1412.1/H-407/Harappa; 1938.1/K-82/Kalibangan; 2228.1/M-1697/Mohenjo-daro
460-740,2,10,10,2,2,3,0.0,1.0,0.0,0.0,0.8813,510,0.4,<END>,1.0,510|<END>,0.4,0.861,0.0,0.4305,Mohenjo-daro,0.9,Lower Indus,0.9,0.9,0.9,0.9463,0.6638,0.7212,0.557,RepeatedNameLikeBlockCandidate,1943.1/K-88/Kalibangan; 2460.1/M-1820/Mohenjo-daro; 2507.1/M-1730/Mohenjo-daro; 2586.1/M-58/Mohenjo-daro; 2802.1/M-281/Mohenjo-daro
772-740,2,8,8,2,2,2,0.0,1.0,0.0,0.0,0.9544,240,0.5,<END>,1.0,240|<END>,0.5,0.875,0.0,0.4375,Mohenjo-daro,0.875,Lower Indus,0.875,1.0,1.0,0.9459,0.6698,0.7311,0.5443,RepeatedNameLikeBlockCandidate,1075.1/H-14/Harappa; 2348.1/M-1988/Mohenjo-daro; 2645.1/M-118/Mohenjo-daro; 2679.1/M-152/Mohenjo-daro; 3132.1/M-705/Mohenjo-daro
920-060-742,3,9,9,2,1,2,1.0,0.0,0.0,0.0,0.8289,<START>,1.0,440,0.1111,<START>|440,0.1111,0.0,1.0,0.5,Mohenjo-daro,0.8889,Lower Indus,1.0,1.0,0.7778,0.9446,0.5426,0.6806,0.5459,RepeatedNameLikeBlockCandidate,2493.1/M-709/Mohenjo-daro; 2587.1/M-59/Mohenjo-daro; 2596.1/M-68/Mohenjo-daro; 2632.1/M-105/Mohenjo-daro; 2865.1/M-369/Mohenjo-daro
706-033-520,3,16,16,3,3,2,0.125,1.0,0.125,0.0,0.8869,240,0.1875,<END>,1.0,240|<END>,0.1875,0.9641,0.0,0.482,Mohenjo-daro,0.5,Lower Indus,0.5,1.0,0.9375,0.9425,0.5745,0.8049,0.5983,RepeatedNameLikeBlockCandidate,138.1/-/Dholavira; 322.1/H-1027/Harappa; 1103.1/H-44/Harappa; 1112.1/H-53/Harappa; 1401.1/H-388/Harappa
773-740,2,9,9,2,2,3,0.1111,1.0,0.1111,0.0,0.8528,240,0.3333,<END>,1.0,240|<END>,0.3333,0.941,0.0,0.4705,Mohenjo-daro,0.8889,Lower Indus,0.8889,0.7778,1.0,0.939,0.6585,0.7064,0.5676,RepeatedNameLikeBlockCandidate,1176.1/H-135/Harappa; 2270.1/M-1668/Mohenjo-daro; 2534.1/M-5/Mohenjo-daro; 3041.1/M-571/Mohenjo-daro; 3133.1/M-706/Mohenjo-daro
820-060,2,26,26,5,4,7,1.0,0.0385,0.0385,0.0,0.7031,<START>,1.0,235,0.1154,<START>|235,0.1154,0.0,0.976,0.488,Mohenjo-daro,0.6923,Lower Indus,0.6923,0.8462,0.8846,0.9341,0.7129,0.8865,0.6197,RepeatedNameLikeBlockCandidate,681.2/H-2090/Harappa; 705.1/H-2264/Harappa; 1619.1/H-715/Harappa; 1891.1/K-16/Kalibangan; 1999.1/L-21/Lothal
017-585-740,3,14,14,4,3,2,0.1429,1.0,0.1429,0.0,0.8637,002,0.2857,<END>,1.0,002|<END>,0.2857,0.8982,0.0,0.4491,Mohenjo-daro,0.5,Lower Indus,0.5,0.9286,0.8571,0.9271,0.5514,0.8174,0.5931,RepeatedNameLikeBlockCandidate,1064.1/H-3/Harappa; 1293.1/H-268/Harappa; 1296.1/H-272/Harappa; 1398.1/H-383/Harappa; 1878.1/K-2/Kalibangan
817-002-048,3,12,12,2,2,3,1.0,0.0833,0.0833,0.0,0.4138,<START>,1.0,740,0.9167,<START>|740,0.9167,0.0,0.4138,0.2069,Lothal,0.9167,Gujarat/Kutch,0.9167,0.1667,1.0,0.925,0.4339,0.6404,0.5751,RepeatedNameLikeBlockCandidate,2038.1/L-84/Lothal; 2093.1/L-161/Lothal; 2094.1/L-162/Lothal; 2095.1/L-163/Lothal; 2096.1/L-164/Lothal
016-390,2,14,14,5,3,2,0.4286,0.9286,0.4286,0.0714,0.8176,<START>,0.4286,<END>,0.9286,<START>|<END>,0.4286,0.8233,0.3712,0.5973,Mohenjo-daro,0.6429,Lower Indus,0.6429,1.0,0.9286,0.9239,0.7065,0.8376,0.6124,RepeatedNameLikeBlockCandidate,136.1/-/Dholavira; 1130.1/H-71/Harappa; 2004.1/L-27/Lothal; 2353.1/M-1799/Mohenjo-daro; 2545.1/M-17/Mohenjo-daro
920-060-741,3,38,38,7,4,7,1.0,0.0526,0.0526,0.0,0.6504,<START>,1.0,003,0.0789,<START>|003,0.0789,0.0,0.9737,0.4869,Mohenjo-daro,0.6316,Lower Indus,0.6579,0.7632,0.8158,0.9234,0.5877,0.9245,0.6401,RepeatedNameLikeBlockCandidate,104.1/C-16/Chanhu-daro; 257.1/H-1309/Harappa; 491.2/H-2127/Harappa; 589.2/H-2128/Harappa; 1145.1/H-89/Harappa
501-405-002,3,29,29,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,240,1.0,<START>|240,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.92,0.4245,0.547,0.6156,RepeatedNameLikeBlockCandidate,1277.1/H-252/Harappa; 1278.1/H-253/Harappa; 1279.1/H-254/Harappa; 1280.1/H-255/Harappa; 1281.1/H-256/Harappa
002-240-520,3,29,29,1,1,1,0.0,1.0,0.0,0.0,0.0,405,1.0,<END>,1.0,405|<END>,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.92,0.4245,0.547,0.6156,RepeatedNameLikeBlockCandidate,1277.1/H-252/Harappa; 1278.1/H-253/Harappa; 1279.1/H-254/Harappa; 1280.1/H-255/Harappa; 1281.1/H-256/Harappa
503-615-752,3,29,29,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,740,1.0,<START>|740,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.92,0.4245,0.547,0.6156,RepeatedNameLikeBlockCandidate,2275.1/-/Mohenjo-daro; 2308.1/-/Mohenjo-daro; 2458.1/-/Mohenjo-daro; 2520.1/-/Mohenjo-daro; 3023.1/M-551/Mohenjo-daro
615-752-740,3,29,29,1,1,1,0.0,1.0,0.0,0.0,0.0,503,1.0,<END>,1.0,503|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.92,0.4245,0.547,0.6156,RepeatedNameLikeBlockCandidate,2275.1/-/Mohenjo-daro; 2308.1/-/Mohenjo-daro; 2458.1/-/Mohenjo-daro; 2520.1/-/Mohenjo-daro; 3023.1/M-551/Mohenjo-daro
850-900-740,3,15,15,1,1,1,0.0,1.0,0.0,0.0,0.0,407,1.0,<END>,1.0,407|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.92,0.3926,0.547,0.5757,RepeatedNameLikeBlockCandidate,2287.2/M-2054/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro; 3053.1/M-583/Mohenjo-daro; 3054.1/M-585/Mohenjo-daro; 3055.1/M-586/Mohenjo-daro
806-845-061,3,14,14,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,407,1.0,<START>|407,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.92,0.3893,0.547,0.5717,RepeatedNameLikeBlockCandidate,2287.2/M-2054/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro; 3053.1/M-583/Mohenjo-daro; 3054.1/M-585/Mohenjo-daro; 3055.1/M-586/Mohenjo-daro
407-321-407,3,14,14,1,1,1,0.0,1.0,0.0,0.0,0.0,845,1.0,<END>,1.0,845|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.92,0.3893,0.547,0.5717,RepeatedNameLikeBlockCandidate,3006.1/M-534/Mohenjo-daro; 3007.1/M-535/Mohenjo-daro; 3008.1/M-536/Mohenjo-daro; 3009.1/M-537/Mohenjo-daro; 3010.1/M-538/Mohenjo-daro
817-002-235,3,9,9,3,3,2,1.0,0.0,0.0,0.0,0.8289,<START>,1.0,804,0.1111,<START>|804,0.1111,0.0,1.0,0.5,Harappa,0.5556,Inter-Riverine,0.5556,1.0,0.8889,0.9191,0.5482,0.7967,0.5459,RepeatedNameLikeBlockCandidate,1060.1/H-1050/Harappa; 1073.1/H-12/Harappa; 1101.1/H-42/Harappa; 1466.1/H-478/Harappa; 2359.1/M-1693/Mohenjo-daro
176-740-400,3,46,46,2,2,4,0.8478,1.0,0.8478,0.0,0.6153,<START>,0.8478,<END>,1.0,<START>|<END>,0.8478,0.3558,0.0,0.1779,Harappa,0.9565,Inter-Riverine,0.9565,0.0435,1.0,0.9191,0.4818,0.626,0.7712,RepeatedNameLikeBlockCandidate,260.2/-/Harappa; 265.1/H-1273/Harappa; 267.1/-/Harappa; 423.1/H-1997/Harappa; 463.2/H-1827/Harappa
705-500-741,3,12,12,2,2,4,1.0,0.0,0.0,0.0,0.4138,<START>,1.0,001,0.9167,<START>|001,0.9167,0.0,0.4138,0.2069,Lothal,0.9167,Gujarat/Kutch,0.9167,0.0833,1.0,0.9183,0.4256,0.6297,0.5626,RepeatedNameLikeBlockCandidate,2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal; 2072.1/L-129/Lothal
156-400,2,14,14,1,1,3,0.0,1.0,0.0,0.0,0.0,435,0.7143,<END>,1.0,435|<END>,0.7143,0.6458,0.0,0.3229,Harappa,1.0,Inter-Riverine,1.0,0.0714,1.0,0.9167,0.5834,0.553,0.5767,RepeatedNameLikeBlockCandidate,234.2/-/Harappa; 264.1/H-1287/Harappa; 390.2/H-2063/Harappa; 647.1/H-2062/Harappa; 671.2/H-2066/Harappa
070-520,2,13,13,5,4,4,0.0,1.0,0.0,0.0,0.9612,255,0.2308,<END>,1.0,255|<END>,0.2308,0.9575,0.0,0.4788,Mohenjo-daro,0.4615,Lower Indus,0.4615,0.8462,0.9231,0.9156,0.68,0.8801,0.5723,RepeatedNameLikeBlockCandidate,510.2/H-1916/Harappa; 1123.1/H-64/Harappa; 1147.1/H-91/Harappa; 2046.1/L-92/Lothal; 2080.1/L-138/Lothal
005-900-740,3,10,10,2,2,3,0.5,0.9,0.4,0.0,0.861,<START>,0.5,<END>,0.9,<START>|<END>,0.4,0.8445,0.469,0.6567,Mohenjo-daro,0.7,Lower Indus,0.7,0.9,1.0,0.9153,0.5572,0.6954,0.572,RepeatedNameLikeBlockCandidate,246.1/H-1045/Harappa; 1489.1/H-512/Harappa; 1534.1/H-589/Harappa; 2665.1/M-138/Mohenjo-daro; 2719.1/M-194/Mohenjo-daro
920-060,2,65,65,9,5,7,0.9846,0.0,0.0,0.0154,0.6346,<START>,0.9846,741,0.5846,<START>|741,0.5846,0.1147,0.5952,0.3549,Mohenjo-daro,0.6154,Lower Indus,0.7077,0.8462,0.8154,0.9132,0.7294,0.9519,0.6644,RepeatedNameLikeBlockCandidate,64.1/C-54/Chanhu-daro; 83.1/C-62/Chanhu-daro; 99.1/C-11/Chanhu-daro; 100.1/C-12/Chanhu-daro; 104.1/C-16/Chanhu-daro
003-390,2,30,30,8,4,7,0.3,1.0,0.3,0.0,0.8813,002,0.4667,<END>,1.0,002|<END>,0.4667,0.7042,0.0,0.3521,Mohenjo-daro,0.4667,Lower Indus,0.5333,0.8,0.9,0.913,0.693,0.9495,0.6677,RepeatedNameLikeBlockCandidate,50.1/-/Bhirrana; 61.1/C-66/Chanhu-daro; 374.2/H-1893/Harappa; 464.1/H-585/Harappa; 489.1/H-2210/Harappa
413-892-824,3,11,11,1,1,2,1.0,1.0,1.0,0.0,0.0,<START>,1.0,<END>,1.0,<START>|<END>,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.913,0.378,0.5445,0.7075,RepeatedNameLikeBlockCandidate,295.1/H-1187/Harappa; 438.2/H-1866/Harappa; 459.1/H-1991/Harappa; 472.2/H-2084/Harappa; 556.1/H-1939/Harappa
706-033-923,3,11,11,1,1,1,1.0,0.0,0.0,0.0,0.9457,<START>,1.0,740,1.0,<START>|740,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.913,0.378,0.5445,0.5575,RepeatedNameLikeBlockCandidate,3001.1/M-527/Mohenjo-daro; 3002.1/M-528/Mohenjo-daro; 3003.1/M-529/Mohenjo-daro; 3004.1/M-530/Mohenjo-daro; 3747.1/M-1482/Mohenjo-daro
861-002-235,3,12,12,3,2,4,0.9167,0.1667,0.1667,0.0833,0.8962,<START>,0.9167,222,0.1667,<START>|222,0.1667,0.4138,0.9732,0.6935,Mohenjo-daro,0.6667,Lower Indus,0.8333,0.9167,0.75,0.9117,0.5641,0.7233,0.5543,RepeatedNameLikeBlockCandidate,71.1/C-53/Chanhu-daro; 74.1/C-58/Chanhu-daro; 2043.1/L-89/Lothal; 2113.2/L-191/Lothal; 2239.1/M-1778/Mohenjo-daro
575-740-679,3,4,4,1,1,2,0.25,1.0,0.25,0.0,0.9464,017,0.75,<END>,1.0,017|<END>,0.75,0.8113,0.0,0.4057,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.9116,0.5026,0.6441,0.5395,RepeatedNameLikeBlockCandidate,2176.1/M-1989/Mohenjo-daro; 2176.2/M-1989/Mohenjo-daro; 2889.1/M-393/Mohenjo-daro; 3206.1/M-792/Mohenjo-daro
002-005-390,3,4,4,1,1,1,0.0,1.0,0.0,0.0,0.8113,817,0.5,<END>,1.0,817|<END>,0.5,0.9464,0.0,0.4732,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.9116,0.5141,0.6441,0.502,RepeatedNameLikeBlockCandidate,2397.1/M-1927/Mohenjo-daro; 2482.1/M-1907/Mohenjo-daro; 2548.1/M-20/Mohenjo-daro; 3217.1/M-803/Mohenjo-daro
510-460-740,3,4,4,1,1,1,0.25,1.0,0.25,0.0,0.9464,<START>,0.25,<END>,1.0,<START>|<END>,0.25,1.0,0.0,0.5,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.9116,0.5186,0.6441,0.5395,RepeatedNameLikeBlockCandidate,2460.1/M-1820/Mohenjo-daro; 2507.1/M-1730/Mohenjo-daro; 2802.1/M-281/Mohenjo-daro; 3147.1/M-723/Mohenjo-daro
503-460-740,3,4,4,1,1,2,0.25,1.0,0.25,0.0,0.9464,002,0.5,<END>,1.0,002|<END>,0.5,0.9464,0.0,0.4732,Mohenjo-daro,1.0,Lower Indus,1.0,1.0,1.0,0.9116,0.5141,0.6441,0.5395,RepeatedNameLikeBlockCandidate,2586.1/M-58/Mohenjo-daro; 3332.1/M-937/Mohenjo-daro; 3612.1/M-1307/Mohenjo-daro; 3623.1/M-1318/Mohenjo-daro
002-048-740,3,11,11,2,2,2,0.0,1.0,0.0,0.0,0.0,817,1.0,<END>,1.0,817|<END>,1.0,0.0,0.0,0.0,Lothal,0.9091,Gujarat/Kutch,0.9091,0.0909,1.0,0.9112,0.3871,0.628,0.5575,RepeatedNameLikeBlockCandidate,2093.1/L-161/Lothal; 2094.1/L-162/Lothal; 2095.1/L-163/Lothal; 2096.1/L-164/Lothal; 2097.1/L-165/Lothal
003-861,2,29,29,1,1,2,1.0,1.0,1.0,0.0,0.0,<START>,1.0,<END>,1.0,<START>|<END>,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.911,0.5565,0.5438,0.7706,RepeatedNameLikeBlockCandidate,466.2/H-1882/Harappa; 693.2/H-2238/Harappa; 769.1/H-2239/Harappa; 794.2/H-2237/Harappa; 832.1/H-2229/Harappa
501-405,2,29,29,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,002,1.0,<START>|002,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.911,0.5565,0.5438,0.6206,RepeatedNameLikeBlockCandidate,1277.1/H-252/Harappa; 1278.1/H-253/Harappa; 1279.1/H-254/Harappa; 1280.1/H-255/Harappa; 1281.1/H-256/Harappa
806-845,2,15,15,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,061,0.9333,<START>|061,0.9333,0.0,0.3534,0.1767,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.911,0.5546,0.5438,0.5807,RepeatedNameLikeBlockCandidate,2287.2/M-2054/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro; 3053.1/M-583/Mohenjo-daro; 3054.1/M-585/Mohenjo-daro; 3055.1/M-586/Mohenjo-daro
700-034,2,14,14,1,1,2,1.0,1.0,1.0,0.0,0.0,<START>,1.0,<END>,1.0,<START>|<END>,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.911,0.5213,0.5438,0.7267,RepeatedNameLikeBlockCandidate,396.1/H-1877/Harappa; 468.1/H-1876/Harappa; 488.1/H-2097/Harappa; 549.1/H-2208/Harappa; 762.1/H-2098/Harappa
321-407,2,14,14,1,1,1,0.0,1.0,0.0,0.0,0.0,407,1.0,<END>,1.0,407|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.911,0.5213,0.5438,0.5767,RepeatedNameLikeBlockCandidate,3006.1/M-534/Mohenjo-daro; 3007.1/M-535/Mohenjo-daro; 3008.1/M-536/Mohenjo-daro; 3009.1/M-537/Mohenjo-daro; 3010.1/M-538/Mohenjo-daro
817-002-503,3,5,5,2,2,2,1.0,0.0,0.0,0.0,0.7219,<START>,1.0,460,0.4,<START>|460,0.4,0.0,0.961,0.4805,Mohenjo-daro,0.8,Lower Indus,0.8,1.0,1.0,0.9095,0.5245,0.7183,0.5136,RepeatedNameLikeBlockCandidate,1074.1/H-13/Harappa; 2542.1/M-14/Mohenjo-daro; 2586.1/M-58/Mohenjo-daro; 2768.1/M-245/Mohenjo-daro; 2858.1/M-362/Mohenjo-daro
705-500,2,12,12,2,2,4,1.0,0.0,0.0,0.0,0.4138,<START>,1.0,741,1.0,<START>|741,1.0,0.0,0.0,0.0,Lothal,0.9167,Gujarat/Kutch,0.9167,0.0833,1.0,0.9093,0.5224,0.6266,0.5676,RepeatedNameLikeBlockCandidate,2068.1/L-124/Lothal; 2069.1/L-125/Lothal; 2070.1/L-126/Lothal; 2071.1/L-128/Lothal; 2072.1/L-129/Lothal
440-760-740,3,6,6,2,2,2,0.1667,1.0,0.1667,0.0,0.9206,002,0.3333,<END>,1.0,002|<END>,0.3333,0.9697,0.0,0.4849,Mohenjo-daro,0.8333,Lower Indus,0.8333,1.0,0.8333,0.9075,0.5248,0.7176,0.5483,RepeatedNameLikeBlockCandidate,1161.1/H-101/Harappa; 2225.1/M-1923/Mohenjo-daro; 2277.1/M-1990/Mohenjo-daro; 2641.1/M-114/Mohenjo-daro; 2676.1/M-149/Mohenjo-daro
435-156-400,3,10,10,1,1,2,0.0,1.0,0.0,0.0,0.0,255,1.0,<END>,1.0,255|<END>,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.9053,0.3736,0.5419,0.552,RepeatedNameLikeBlockCandidate,234.2/-/Harappa; 390.2/H-2063/Harappa; 647.1/H-2062/Harappa; 671.2/H-2066/Harappa; 1321.2/H-299/Harappa
503-615,2,37,37,2,2,3,0.973,0.027,0.027,0.027,0.4686,<START>,0.973,752,0.7838,<START>|752,0.7838,0.1793,0.4587,0.319,Mohenjo-daro,0.9459,Lower Indus,0.9459,0.1351,0.973,0.9045,0.63,0.626,0.6288,RepeatedNameLikeBlockCandidate,1074.1/H-13/Harappa; 1198.1/H-157/Harappa; 2275.1/-/Mohenjo-daro; 2308.1/-/Mohenjo-daro; 2320.1/M-1803/Mohenjo-daro
003-156,2,36,36,3,3,3,0.8611,1.0,0.8611,0.0,0.5813,<START>,0.8611,<END>,1.0,<START>|<END>,0.8611,0.3496,0.0,0.1748,Harappa,0.6667,Inter-Riverine,0.6667,0.3333,1.0,0.9043,0.6302,0.7248,0.7631,RepeatedNameLikeBlockCandidate,693.3/H-2238/Harappa; 769.3/H-2239/Harappa; 832.3/H-2229/Harappa; 844.3/H-2221/Harappa; 845.3/H-2222/Harappa
002-004-390,3,11,11,5,4,3,0.0,0.9091,0.0,0.0909,0.5463,817,0.4545,<END>,0.9091,817|<END>,0.3636,0.8597,0.4395,0.6496,Mohenjo-daro,0.5455,Lower Indus,0.5455,0.8182,1.0,0.9039,0.5539,0.8596,0.5211,RepeatedNameLikeBlockCandidate,401.1/H-2003/Harappa; 951.1/-/Dholavira; 1114.1/H-55/Harappa; 2418.1/M-1844/Mohenjo-daro; 2450.1/M-1750/Mohenjo-daro
415-220-520,3,28,28,3,3,5,0.6429,1.0,0.6429,0.0,0.6989,<START>,0.6429,<END>,1.0,<START>|<END>,0.6429,0.6375,0.0,0.3187,Harappa,0.6786,Inter-Riverine,0.6786,0.3571,0.8929,0.9036,0.5073,0.727,0.7099,RepeatedNameLikeBlockCandidate,221.1/H-1326/Harappa; 479.1/H-1669/Harappa; 481.1/H-2148/Harappa; 485.2/H-1953/Harappa; 517.1/H-1722/Harappa
700-033,2,35,35,2,2,4,0.9714,1.0,0.9714,0.0,0.1872,<START>,0.9714,<END>,1.0,<START>|<END>,0.9714,0.1872,0.0,0.0936,Harappa,0.9714,Inter-Riverine,0.9714,0.0286,0.9429,0.9036,0.5816,0.6191,0.7779,RepeatedNameLikeBlockCandidate,283.1/H-1349/Harappa; 290.1/H-1112/Harappa; 316.2/-/Harappa; 373.1/H-1924/Harappa; 377.1/H-1878/Harappa
705-033-520,3,33,33,5,3,5,0.1515,0.8788,0.0909,0.0606,0.7193,233,0.1818,<END>,0.8788,233|<END>,0.1515,0.9158,0.3339,0.6248,Mohenjo-daro,0.7273,Lower Indus,0.7576,0.9091,0.7879,0.9027,0.5955,0.8137,0.5887,RepeatedNameLikeBlockCandidate,95.1/C-7/Chanhu-daro; 402.2/H-2015/Harappa; 1169.1/H-103/Harappa; 1445.1/H-455/Harappa; 1502.1/H-531/Harappa
501-405-002-240,4,29,29,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,520,1.0,<START>|520,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.902,0.4245,0.5407,0.6256,RepeatedNameLikeBlockCandidate,1277.1/H-252/Harappa; 1278.1/H-253/Harappa; 1279.1/H-254/Harappa; 1280.1/H-255/Harappa; 1281.1/H-256/Harappa
405-002-240-520,4,29,29,1,1,1,0.0,1.0,0.0,0.0,0.0,501,1.0,<END>,1.0,501|<END>,1.0,0.0,0.0,0.0,Harappa,1.0,Inter-Riverine,1.0,0.0,1.0,0.902,0.4245,0.5407,0.6256,RepeatedNameLikeBlockCandidate,1277.1/H-252/Harappa; 1278.1/H-253/Harappa; 1279.1/H-254/Harappa; 1280.1/H-255/Harappa; 1281.1/H-256/Harappa
503-615-752-740,4,29,29,1,1,1,1.0,1.0,1.0,0.0,0.0,<START>,1.0,<END>,1.0,<START>|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.902,0.4245,0.5407,0.7756,RepeatedNameLikeBlockCandidate,2275.1/-/Mohenjo-daro; 2308.1/-/Mohenjo-daro; 2458.1/-/Mohenjo-daro; 2520.1/-/Mohenjo-daro; 3023.1/M-551/Mohenjo-daro
407-850-900-740,4,15,15,1,1,1,0.0,1.0,0.0,0.0,0.0,061,0.9333,<END>,1.0,061|<END>,0.9333,0.3534,0.0,0.1767,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.902,0.4226,0.5407,0.5857,RepeatedNameLikeBlockCandidate,2287.2/M-2054/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro; 3053.1/M-583/Mohenjo-daro; 3054.1/M-585/Mohenjo-daro; 3055.1/M-586/Mohenjo-daro
806-845-061-407,4,14,14,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,850,1.0,<START>|850,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.902,0.3893,0.5407,0.5817,RepeatedNameLikeBlockCandidate,2287.2/M-2054/Mohenjo-daro; 3052.1/M-582/Mohenjo-daro; 3053.1/M-583/Mohenjo-daro; 3054.1/M-585/Mohenjo-daro; 3055.1/M-586/Mohenjo-daro
235-705-033-845,4,14,14,1,1,1,1.0,0.0,0.0,0.0,0.0,<START>,1.0,407,1.0,<START>|407,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.902,0.3893,0.5407,0.5817,RepeatedNameLikeBlockCandidate,3006.1/M-534/Mohenjo-daro; 3007.1/M-535/Mohenjo-daro; 3008.1/M-536/Mohenjo-daro; 3009.1/M-537/Mohenjo-daro; 3010.1/M-538/Mohenjo-daro
845-407-321-407,4,14,14,1,1,1,0.0,1.0,0.0,0.0,0.0,033,1.0,<END>,1.0,033|<END>,1.0,0.0,0.0,0.0,Mohenjo-daro,1.0,Lower Indus,1.0,0.0,1.0,0.902,0.3893,0.5407,0.5817,RepeatedNameLikeBlockCandidate,3006.1/M-534/Mohenjo-daro; 3007.1/M-535/Mohenjo-daro; 3008.1/M-536/Mohenjo-daro; 3009.1/M-537/Mohenjo-daro; 3010.1/M-538/Mohenjo-daro
255-435-156,3,14,14,2,2,3,1.0,0.2857,0.2857,0.0,0.8631,<START>,1.0,400,0.7143,<START>|400,0.7143,0.0,0.8631,0.4315,Harappa,0.9286,Inter-Riverine,0.9286,0.0714,0.8571,0.9014,0.4627,0.6226,0.6145,RepeatedNameLikeBlockCandidate,234.2/-/Harappa; 390.2/H-2063/Harappa; 647.1/H-2062/Harappa; 671.2/H-2066/Harappa; 804.2/H-2064/Harappa
892-824,2,12,12,1,1,2,0.0833,1.0,0.0833,0.0,0.4138,413,0.9167,<END>,1.0,413|<END>,0.9167,0.4138,0.0,0.2069,Harappa,1.0,Inter-Riverine,1.0,0.0,0.9167,0.901,0.5451,0.5404,0.5801,RepeatedNameLikeBlockCandidate,295.1/H-1187/Harappa; 438.2/H-1866/Harappa; 459.1/H-1991/Harappa; 472.2/H-2084/Harappa; 556.1/H-1939/Harappa
