"Rank","Sign","TotalTokens","TokenPct","CumulativeCoverage","CoreGroup","PositionRole","MechanismHypothesis","StartPct","MedialPct","EndPct","SingletonPct","PositionEntropy10","LeftNeighborEntropy","RightNeighborEntropy","DominantLeftNeighbor","DominantLeftShare","DominantRightNeighbor","DominantRightShare","RegionEntropy","SiteEntropy","TypeEntropy","AdjacentSelfRepeats","CandidateClasses"
"518","129","1","5.5E-05","0.989249","LongTail99","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","817","1","","0","0","0","0","0","RareOrAllographCandidate"
"519","131","1","5.5E-05","0.989304","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","400","1","0","0","0","0","RareOrAllographCandidate"
"520","135","1","5.5E-05","0.989359","LongTail99","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"521","138","1","5.5E-05","0.989415","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","001","1","","0","0","0","0","0","RareOrAllographCandidate"
"522","141","1","5.5E-05","0.98947","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"523","147","1","5.5E-05","0.989526","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"524","152","1","5.5E-05","0.989581","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","240","1","740","1","0","0","0","0","RareOrAllographCandidate"
"525","166","1","5.5E-05","0.989636","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","111","1","0","0","0","0","RareOrAllographCandidate"
"526","169","1","5.5E-05","0.989692","LongTail99","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"527","170","1","5.5E-05","0.989747","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","740","1","072","1","0","0","0","0","RareOrAllographCandidate"
"528","172","1","5.5E-05","0.989803","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","002","1","0","0","0","0","RareOrAllographCandidate"
"529","173","1","5.5E-05","0.989858","LongTail99","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","520","1","","0","0","0","0","0","RareOrAllographCandidate"
"530","179","1","5.5E-05","0.989914","LongTail99","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","100","1","615","1","0","0","0","0","RareOrAllographCandidate"
"531","180","1","5.5E-05","0.989969","LongTail99","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"532","194","1","5.5E-05","0.990024","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","740","1","740","1","0","0","0","0","RareOrAllographCandidate"
"533","203","1","5.5E-05","0.99008","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","892","1","","0","0","0","0","0","RareOrAllographCandidate"
"534","206","1","5.5E-05","0.990135","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","368","1","0","0","0","0","RareOrAllographCandidate"
"535","207","1","5.5E-05","0.990191","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","550","1","002","1","0","0","0","0","RareOrAllographCandidate"
"536","208","1","5.5E-05","0.990246","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","741","1","0","0","0","0","RareOrAllographCandidate"
"537","209","1","5.5E-05","0.990301","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","500","1","0","0","0","0","RareOrAllographCandidate"
"538","224","1","5.5E-05","0.990357","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","740","1","","0","0","0","0","0","RareOrAllographCandidate"
"539","225","1","5.5E-05","0.990412","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","877","1","0","0","0","0","RareOrAllographCandidate"
"540","228","1","5.5E-05","0.990468","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","741","1","374","1","0","0","0","0","RareOrAllographCandidate"
"541","237","1","5.5E-05","0.990523","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"542","251","1","5.5E-05","0.990579","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","073","1","600","1","0","0","0","0","RareOrAllographCandidate"
"543","253","1","5.5E-05","0.990634","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","060","1","070","1","0","0","0","0","RareOrAllographCandidate"
"544","256","1","5.5E-05","0.990689","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","832","1","","0","0","0","0","0","RareOrAllographCandidate"
"545","261","1","5.5E-05","0.990745","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","879","1","0","0","0","0","RareOrAllographCandidate"
"546","265","1","5.5E-05","0.9908","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","400","1","0","0","0","0","RareOrAllographCandidate"
"547","270","1","5.5E-05","0.990856","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","633","1","002","1","0","0","0","0","RareOrAllographCandidate"
"548","271","1","5.5E-05","0.990911","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","400","1","0","0","0","0","RareOrAllographCandidate"
"549","276","1","5.5E-05","0.990967","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","817","1","0","0","0","0","RareOrAllographCandidate"
"550","280","1","5.5E-05","0.991022","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","192","1","368","1","0","0","0","0","RareOrAllographCandidate"
"551","290","1","5.5E-05","0.991077","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","741","1","790","1","0","0","0","0","RareOrAllographCandidate"
"552","293","1","5.5E-05","0.991133","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","360","1","002","1","0","0","0","0","RareOrAllographCandidate"
"553","295","1","5.5E-05","0.991188","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","502","1","002","1","0","0","0","0","RareOrAllographCandidate"
"554","303","1","5.5E-05","0.991244","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","353","1","","0","0","0","0","0","RareOrAllographCandidate"
"555","305","1","5.5E-05","0.991299","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","002","1","0","0","0","0","RareOrAllographCandidate"
"556","306","1","5.5E-05","0.991354","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","813","1","480","1","0","0","0","0","RareOrAllographCandidate"
"557","316","1","5.5E-05","0.99141","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","323","1","0","0","0","0","RareOrAllographCandidate"
"558","325","1","5.5E-05","0.991465","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"559","327","1","5.5E-05","0.991521","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"560","329","1","5.5E-05","0.991576","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","906","1","0","0","0","0","RareOrAllographCandidate"
"561","338","1","5.5E-05","0.991632","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","605","1","740","1","0","0","0","0","RareOrAllographCandidate"
"562","340","1","5.5E-05","0.991687","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","924","1","093","1","0","0","0","0","RareOrAllographCandidate"
"563","342","1","5.5E-05","0.991742","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","632","1","595","1","0","0","0","0","RareOrAllographCandidate"
"564","344","1","5.5E-05","0.991798","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","740","1","0","0","0","0","RareOrAllographCandidate"
"565","348","1","5.5E-05","0.991853","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","590","1","0","0","0","0","RareOrAllographCandidate"
"566","363","1","5.5E-05","0.991909","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","160","1","0","0","0","0","RareOrAllographCandidate"
"567","372","1","5.5E-05","0.991964","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","374","1","405","1","0","0","0","0","RareOrAllographCandidate"
"568","375","1","5.5E-05","0.99202","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","400","1","","0","0","0","0","0","RareOrAllographCandidate"
"569","376","1","5.5E-05","0.992075","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","031","1","0","0","0","0","RareOrAllographCandidate"
"570","383","1","5.5E-05","0.99213","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","031","1","861","1","0","0","0","0","RareOrAllographCandidate"
"571","385","1","5.5E-05","0.992186","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","705","1","388","1","0","0","0","0","RareOrAllographCandidate"
"572","387","1","5.5E-05","0.992241","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"573","389","1","5.5E-05","0.992297","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","156","1","0","0","0","0","RareOrAllographCandidate"
"574","393","1","5.5E-05","0.992352","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","065","1","0","0","0","0","RareOrAllographCandidate"
"575","394","1","5.5E-05","0.992407","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","032","1","","0","0","0","0","0","RareOrAllographCandidate"
"576","403","1","5.5E-05","0.992463","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","390","1","0","0","0","0","RareOrAllographCandidate"
"577","404","1","5.5E-05","0.992518","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","550","1","0","0","0","0","RareOrAllographCandidate"
"578","412","1","5.5E-05","0.992574","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","741","1","0","0","0","0","RareOrAllographCandidate"
"579","418","1","5.5E-05","0.992629","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"580","427","1","5.5E-05","0.992685","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","003","1","","0","0","0","0","0","RareOrAllographCandidate"
"581","428","1","5.5E-05","0.99274","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","220","1","0","0","0","0","RareOrAllographCandidate"
"582","429","1","5.5E-05","0.992795","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","003","1","","0","0","0","0","0","RareOrAllographCandidate"
"583","430","1","5.5E-05","0.992851","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","003","1","","0","0","0","0","0","RareOrAllographCandidate"
"584","445","1","5.5E-05","0.992906","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","760","1","0","0","0","0","RareOrAllographCandidate"
"585","451","1","5.5E-05","0.992962","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","692","1","0","0","0","0","RareOrAllographCandidate"
"586","453","1","5.5E-05","0.993017","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","064","1","700","1","0","0","0","0","RareOrAllographCandidate"
"587","454","1","5.5E-05","0.993072","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"588","458","1","5.5E-05","0.993128","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","390","1","0","0","0","0","RareOrAllographCandidate"
"589","461","1","5.5E-05","0.993183","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","840","1","","0","0","0","0","0","RareOrAllographCandidate"
"590","462","1","5.5E-05","0.993239","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"591","466","1","5.5E-05","0.993294","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","520","1","706","1","0","0","0","0","RareOrAllographCandidate"
"592","469","1","5.5E-05","0.99335","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","001","1","806","1","0","0","0","0","RareOrAllographCandidate"
"593","471","1","5.5E-05","0.993405","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","407","1","806","1","0","0","0","0","RareOrAllographCandidate"
"594","473","1","5.5E-05","0.99346","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","806","1","0","0","0","0","RareOrAllographCandidate"
"595","474","1","5.5E-05","0.993516","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","013","1","806","1","0","0","0","0","RareOrAllographCandidate"
"596","481","1","5.5E-05","0.993571","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","740","1","","0","0","0","0","0","RareOrAllographCandidate"
"597","493","1","5.5E-05","0.993627","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","850","1","0","0","0","0","RareOrAllographCandidate"
"598","505","1","5.5E-05","0.993682","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","001","1","0","0","0","0","RareOrAllographCandidate"
"599","506","1","5.5E-05","0.993738","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","002","1","","0","0","0","0","0","RareOrAllographCandidate"
"600","512","1","5.5E-05","0.993793","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","495","1","760","1","0","0","0","0","RareOrAllographCandidate"
"601","514","1","5.5E-05","0.993848","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"602","532","1","5.5E-05","0.993904","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","297","1","","0","0","0","0","0","RareOrAllographCandidate"
"603","535","1","5.5E-05","0.993959","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","099","1","842","1","0","0","0","0","RareOrAllographCandidate"
"604","542","1","5.5E-05","0.994015","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","250","1","001","1","0","0","0","0","RareOrAllographCandidate"
"605","546","1","5.5E-05","0.99407","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"606","547","1","5.5E-05","0.994125","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","013","1","0","0","0","0","RareOrAllographCandidate"
"607","562","1","5.5E-05","0.994181","RareTail","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"608","563","1","5.5E-05","0.994236","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","900","1","0","0","0","0","RareOrAllographCandidate"
"609","571","1","5.5E-05","0.994292","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","820","1","0","0","0","0","RareOrAllographCandidate"
"610","573","1","5.5E-05","0.994347","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","060","1","0","0","0","0","RareOrAllographCandidate"
"611","576","1","5.5E-05","0.994403","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","545","1","861","1","0","0","0","0","RareOrAllographCandidate"
"612","577","1","5.5E-05","0.994458","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"613","591","1","5.5E-05","0.994513","RareTail","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"614","593","1","5.5E-05","0.994569","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","706","1","717","1","0","0","0","0","RareOrAllographCandidate"
"615","599","1","5.5E-05","0.994624","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","798","1","065","1","0","0","0","0","RareOrAllographCandidate"
"616","601","1","5.5E-05","0.99468","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","700","1","0","0","0","0","RareOrAllographCandidate"
"617","602","1","5.5E-05","0.994735","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","920","1","0","0","0","0","RareOrAllographCandidate"
"618","606","1","5.5E-05","0.994791","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","002","1","111","1","0","0","0","0","RareOrAllographCandidate"
"619","616","1","5.5E-05","0.994846","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","845","1","0","0","0","0","RareOrAllographCandidate"
"620","620","1","5.5E-05","0.994901","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","901","1","0","0","0","0","RareOrAllographCandidate"
"621","623","1","5.5E-05","0.994957","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","861","1","0","0","0","0","RareOrAllographCandidate"
"622","628","1","5.5E-05","0.995012","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","817","1","266","1","0","0","0","0","RareOrAllographCandidate"
"623","629","1","5.5E-05","0.995068","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","279","1","002","1","0","0","0","0","RareOrAllographCandidate"
"624","633","1","5.5E-05","0.995123","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","270","1","0","0","0","0","RareOrAllographCandidate"
"625","635","1","5.5E-05","0.995178","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","706","1","0","0","0","0","RareOrAllographCandidate"
"626","638","1","5.5E-05","0.995234","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"627","639","1","5.5E-05","0.995289","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","240","1","740","1","0","0","0","0","RareOrAllographCandidate"
"628","640","1","5.5E-05","0.995345","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","140","1","0","0","0","0","RareOrAllographCandidate"
"629","641","1","5.5E-05","0.9954","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","595","1","0","0","0","0","RareOrAllographCandidate"
"630","646","1","5.5E-05","0.995456","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","604","1","825","1","0","0","0","0","RareOrAllographCandidate"
"631","682","1","5.5E-05","0.995511","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","413","1","","0","0","0","0","0","RareOrAllographCandidate"
"632","684","1","5.5E-05","0.995566","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","572","1","0","0","0","0","RareOrAllographCandidate"
"633","686","1","5.5E-05","0.995622","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","740","1","845","1","0","0","0","0","RareOrAllographCandidate"
"634","693","1","5.5E-05","0.995677","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"635","694","1","5.5E-05","0.995733","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","001","1","0","0","0","0","RareOrAllographCandidate"
"636","699","1","5.5E-05","0.995788","RareTail","SingletonOrEmblem","ObjectOrEmblemCandidate","0","0","0","1","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"637","701","1","5.5E-05","0.995843","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","798","1","0","0","0","0","RareOrAllographCandidate"
"638","707","1","5.5E-05","0.995899","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","390","1","0","0","0","0","RareOrAllographCandidate"
"639","708","1","5.5E-05","0.995954","RareTail","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"640","709","1","5.5E-05","0.99601","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","741","1","0","0","0","0","RareOrAllographCandidate"
"641","713","1","5.5E-05","0.996065","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","791","1","0","0","0","0","RareOrAllographCandidate"
"642","714","1","5.5E-05","0.996121","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","840","1","740","1","0","0","0","0","RareOrAllographCandidate"
"643","715","1","5.5E-05","0.996176","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","615","1","0","0","0","0","RareOrAllographCandidate"
"644","718","1","5.5E-05","0.996231","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","815","1","","0","0","0","0","0","RareOrAllographCandidate"
"645","719","1","5.5E-05","0.996287","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","001","1","","0","0","0","0","0","RareOrAllographCandidate"
"646","722","1","5.5E-05","0.996342","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","697","1","0","0","0","0","RareOrAllographCandidate"
"647","723","1","5.5E-05","0.996398","RareTail","TerminalMarker","FormulaOrGrammarMarker","0","0","1","0","0","0","0","066","1","","0","0","0","0","0","RareOrAllographCandidate"
"648","725","1","5.5E-05","0.996453","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","090","1","0","0","0","0","RareOrAllographCandidate"
"649","728","1","5.5E-05","0.996509","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","390","1","0","0","0","0","RareOrAllographCandidate"
"650","729","1","5.5E-05","0.996564","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","407","1","740","1","0","0","0","0","RareOrAllographCandidate"
"651","731","1","5.5E-05","0.996619","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","740","1","0","0","0","0","RareOrAllographCandidate"
"652","733","1","5.5E-05","0.996675","RareTail","MixedPosition","RareVariantNumberOrEsotericCandidate","0","0","0","0","0","0","0","","0","","0","0","0","0","0","RareOrAllographCandidate"
"653","734","1","5.5E-05","0.99673","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","794","1","0","0","0","0","RareOrAllographCandidate"
"654","735","1","5.5E-05","0.996786","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"655","750","1","5.5E-05","0.996841","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","090","1","400","1","0","0","0","0","RareOrAllographCandidate"
"656","751","1","5.5E-05","0.996896","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","190","1","0","0","0","0","RareOrAllographCandidate"
"657","761","1","5.5E-05","0.996952","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","032","1","350","1","0","0","0","0","RareOrAllographCandidate"
"658","762","1","5.5E-05","0.997007","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","463","1","002","1","0","0","0","0","RareOrAllographCandidate"
"659","763","1","5.5E-05","0.997063","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","165","1","0","0","0","0","RareOrAllographCandidate"
"660","764","1","5.5E-05","0.997118","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"661","765","1","5.5E-05","0.997174","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","240","1","740","1","0","0","0","0","RareOrAllographCandidate"
"662","766","1","5.5E-05","0.997229","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","060","1","0","0","0","0","RareOrAllographCandidate"
"663","768","1","5.5E-05","0.997284","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","002","1","0","0","0","0","RareOrAllographCandidate"
"664","778","1","5.5E-05","0.99734","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","002","1","255","1","0","0","0","0","RareOrAllographCandidate"
"665","784","1","5.5E-05","0.997395","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","004","1","740","1","0","0","0","0","RareOrAllographCandidate"
"666","793","1","5.5E-05","0.997451","RareTail","MedialCarrier","BoundModifierOrFormulaVariantCandidate","0","1","0","0","0","0","0","003","1","740","1","0","0","0","0","RareOrAllographCandidate"
"667","796","1","5.5E-05","0.997506","RareTail","InitialMarker","FormulaOrGrammarMarker","1","0","0","0","0","0","0","","0","018","1","0","0","0","0","RareOrAllographCandidate"
"668","801","1","5.5E-05","0.997562","RareTail","MixedPosition","BoundModifierOrFormulaVariantCandidate","0","0","0","0","0","0","0","","0","100","1","0","0","0","0","RareOrAllographCandidate"
