"Sign","TotalTokens","TextCount","SiteCount","RegionCount","TypeCount","DamagedContextTokens","RarityBand","PositionTotal","Start","End","Medial","Singleton","StartPct","EndPct","MedialPct","SingletonPct","MeanNormPosition","CandidateClasses"
"018","7","7","2","2","3","1","Low6To19","6","3","0","3","0","0.5","0","0.5","0","0.2833","Unclassified"
"093","7","7","5","5","2","3","Low6To19","7","0","2","5","0","0","0.2857","0.7143","0","0.6524","Unclassified"
"150","7","6","3","3","4","3","Low6To19","5","0","0","5","0","0","0","1","0","0.5514","Unclassified"
"219","7","7","2","2","2","2","Low6To19","7","5","0","2","0","0.7143","0","0.2857","0","0.2024","Unclassified"
"252","7","7","2","2","2","2","Low6To19","6","0","0","6","0","0","0","1","0","0.2042","Unclassified"
"267","7","7","4","4","3","3","Low6To19","5","0","1","4","0","0","0.2","0.8","0","0.6","Unclassified"
"323","7","7","2","2","4","1","Low6To19","7","5","1","1","0","0.7143","0.1429","0.1429","0","0.1905","Unclassified"
"326","7","7","3","3","5","4","Low6To19","4","3","0","1","0","0.75","0","0.25","0","0.2188","Unclassified"
"401","7","7","1","1","3","3","Low6To19","5","0","4","1","0","0","0.8","0.2","0","0.85","Unclassified"
"423","7","6","3","2","3","4","Low6To19","6","0","5","1","0","0","0.8333","0.1667","0","0.9167","Unclassified"
"426","7","7","5","5","4","3","Low6To19","5","1","4","0","0","0.2","0.8","0","0","0.8","Unclassified"
"518","7","7","2","2","1","3","Low6To19","6","3","0","3","0","0.5","0","0.5","0","0.3373","Unclassified"
"603","7","7","3","3","4","3","Low6To19","6","3","0","3","0","0.5","0","0.5","0","0.375","Unclassified"
"747","7","7","2","2","3","5","Low6To19","2","1","1","0","0","0.5","0.5","0","0","0.5","Unclassified"
"777","7","7","2","2","2","1","Low6To19","7","1","0","0","6","0.1429","0","0","0.8571","0.4286","Unclassified"
"851","7","7","1","1","2","2","Low6To19","6","3","3","0","0","0.5","0.5","0","0","0.5","Unclassified"
"007","6","6","4","3","4","2","Low6To19","4","0","0","3","1","0","0","0.75","0.25","0.625","Unclassified"
"019","6","6","3","3","3","2","Low6To19","4","3","0","1","0","0.75","0","0.25","0","0.125","Unclassified"
"027","6","6","1","1","1","1","Low6To19","5","5","0","0","0","1","0","0","0","0","Unclassified"
"049","6","6","3","3","5","3","Low6To19","4","2","0","2","0","0.5","0","0.5","0","0.25","Unclassified"
"110","6","6","2","2","2","4","Low6To19","2","0","0","0","2","0","0","0","1","0.5","Unclassified"
"159","6","6","2","2","2","1","Low6To19","5","0","3","2","0","0","0.6","0.4","0","0.8","Unclassified"
"221","6","6","4","3","3","0","Low6To19","6","3","0","3","0","0.5","0","0.5","0","0.2847","Unclassified"
"242","6","6","3","3","3","6","Low6To19","2","0","0","1","1","0","0","0.5","0.5","0.4","Unclassified"
"263","6","6","3","2","4","1","Low6To19","6","5","0","1","0","0.8333","0","0.1667","0","0.1","Unclassified"
"346","6","6","3","2","3","3","Low6To19","3","2","0","1","0","0.6667","0","0.3333","0","0.037","Unclassified"
"392","6","6","6","4","3","4","Low6To19","4","1","2","1","0","0.25","0.5","0.25","0","0.5556","Unclassified"
"420","6","6","2","2","4","3","Low6To19","4","0","0","4","0","0","0","1","0","0.5619","Unclassified"
"456","6","6","3","2","2","2","Low6To19","5","3","0","2","0","0.6","0","0.4","0","0.2667","Unclassified"
"465","6","6","2","2","2","0","Low6To19","6","5","0","1","0","0.8333","0","0.1667","0","0.1458","Unclassified"
"472","6","6","4","3","3","1","Low6To19","5","2","0","3","0","0.4","0","0.6","0","0.381","Unclassified"
"521","6","5","3","2","2","0","Low6To19","6","1","1","4","0","0.1667","0.1667","0.6667","0","0.5875","Unclassified"
"564","6","6","4","3","3","3","Low6To19","5","2","0","3","0","0.4","0","0.6","0","0.2833","Unclassified"
"572","6","6","4","4","1","2","Low6To19","5","1","0","4","0","0.2","0","0.8","0","0.1419","Unclassified"
"604","6","6","5","4","5","6","Low6To19","1","0","0","1","0","0","0","1","0","0.75","Unclassified"
"611","6","6","4","3","4","2","Low6To19","4","0","0","4","0","0","0","1","0","0.3378","Unclassified"
"749","6","6","1","1","1","3","Low6To19","5","0","2","0","3","0","0.4","0","0.6","0.7","Unclassified"
"791","6","6","4","2","3","2","Low6To19","5","2","1","2","0","0.4","0.2","0.4","0","0.3167","Unclassified"
"825","6","6","4","3","4","3","Low6To19","4","1","0","3","0","0.25","0","0.75","0","0.2634","Unclassified"
"869","6","6","2","2","2","2","Low6To19","4","0","3","1","0","0","0.75","0.25","0","0.9167","Unclassified"
"028","5","5","2","2","2","1","Rare3To5","4","4","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"103","5","5","3","3","2","1","Rare3To5","4","1","1","2","0","0.25","0.25","0.5","0","0.5","RareOrAllographCandidate"
"132","5","5","5","4","2","4","Rare3To5","4","2","0","2","0","0.5","0","0.5","0","0.2083","RareOrAllographCandidate"
"139","5","5","3","3","5","3","Rare3To5","3","2","1","0","0","0.6667","0.3333","0","0","0.3333","RareOrAllographCandidate"
"153","5","5","3","3","4","1","Rare3To5","4","0","3","1","0","0","0.75","0.25","0","0.875","RareOrAllographCandidate"
"160","5","5","5","5","3","3","Rare3To5","3","1","1","1","0","0.3333","0.3333","0.3333","0","0.5","RareOrAllographCandidate"
"200","5","5","2","2","3","2","Rare3To5","2","0","1","1","0","0","0.5","0.5","0","0.9167","RareOrAllographCandidate"
"201","5","5","2","2","2","1","Rare3To5","5","5","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"202","5","5","2","2","2","1","Rare3To5","4","0","0","4","0","0","0","1","0","0.6042","RareOrAllographCandidate"
"244","5","5","3","3","2","2","Rare3To5","4","1","2","1","0","0.25","0.5","0.25","0","0.5278","RareOrAllographCandidate"
"272","5","5","2","2","3","2","Rare3To5","4","3","0","1","0","0.75","0","0.25","0","0.125","RareOrAllographCandidate"
"279","5","5","3","3","1","3","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.2667","RareOrAllographCandidate"
"285","5","5","4","4","2","1","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.0556","RareOrAllographCandidate"
"352","5","5","2","2","2","0","Rare3To5","5","3","0","2","0","0.6","0","0.4","0","0.2933","RareOrAllographCandidate"
"362","5","5","3","2","5","2","Rare3To5","3","1","0","2","0","0.3333","0","0.6667","0","0.3905","RareOrAllographCandidate"
"421","5","5","2","2","2","1","Rare3To5","4","1","0","3","0","0.25","0","0.75","0","0.15","RareOrAllographCandidate"
"442","5","5","3","2","2","5","Rare3To5","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"443","5","5","3","2","3","1","Rare3To5","4","0","0","4","0","0","0","1","0","0.5643","RareOrAllographCandidate"
"531","5","5","4","2","1","1","Rare3To5","5","2","0","3","0","0.4","0","0.6","0","0.3333","RareOrAllographCandidate"
"578","5","5","1","1","1","0","Rare3To5","5","0","0","5","0","0","0","1","0","0.3333","RareOrAllographCandidate"
"600","5","5","2","2","2","1","Rare3To5","2","0","1","1","0","0","0.5","0.5","0","0.9286","RareOrAllographCandidate"
"634","5","5","4","3","1","3","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"637","5","5","2","2","3","2","Rare3To5","4","2","0","2","0","0.5","0","0.5","0","0.2708","RareOrAllographCandidate"
"681","5","5","1","1","1","2","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"687","5","5","1","1","1","4","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"704","5","5","1","1","2","3","Rare3To5","5","2","0","3","0","0.4","0","0.6","0","0.2667","RareOrAllographCandidate"
"710","5","5","2","2","3","2","Rare3To5","3","1","1","1","0","0.3333","0.3333","0.3333","0","0.5","RareOrAllographCandidate"
"712","5","5","1","1","1","1","Rare3To5","4","0","4","0","0","0","1","0","0","1","RareOrAllographCandidate"
"744","5","5","3","3","4","2","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.1111","RareOrAllographCandidate"
"842","5","5","2","1","1","2","Rare3To5","4","0","4","0","0","0","1","0","0","1","RareOrAllographCandidate"
"871","5","5","3","2","2","2","Rare3To5","4","1","2","1","0","0.25","0.5","0.25","0","0.7292","RareOrAllographCandidate"
"029","4","4","4","3","2","3","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.25","RareOrAllographCandidate"
"071","4","4","2","2","3","3","Rare3To5","3","1","0","2","0","0.3333","0","0.6667","0","0.3333","RareOrAllographCandidate"
"081","4","4","2","2","2","2","Rare3To5","3","0","0","3","0","0","0","1","0","0.3722","RareOrAllographCandidate"
"096","4","4","2","2","3","2","Rare3To5","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"127","4","4","4","3","4","2","Rare3To5","3","1","1","0","1","0.3333","0.3333","0","0.3333","0.5","RareOrAllographCandidate"
"143","4","4","3","2","3","0","Rare3To5","2","0","1","1","0","0","0.5","0.5","0","0.75","RareOrAllographCandidate"
"144","4","4","2","2","2","1","Rare3To5","4","1","0","0","3","0.25","0","0","0.75","0.375","RareOrAllographCandidate"
"145","4","4","3","3","4","3","Rare3To5","3","1","0","0","2","0.3333","0","0","0.6667","0.3333","RareOrAllographCandidate"
"146","4","4","3","2","2","3","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"192","4","4","3","2","2","2","Rare3To5","2","0","0","2","0","0","0","1","0","0.5417","RareOrAllographCandidate"
"216","4","4","3","2","2","2","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"229","4","4","2","2","2","2","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"268","4","4","2","2","3","2","Rare3To5","3","0","0","3","0","0","0","1","0","0.5889","RareOrAllographCandidate"
"292","4","4","3","3","2","1","Rare3To5","3","0","1","2","0","0","0.3333","0.6667","0","0.8222","RareOrAllographCandidate"
"319","4","4","3","3","3","3","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.1429","RareOrAllographCandidate"
"322","4","4","2","2","3","1","Rare3To5","4","3","0","1","0","0.75","0","0.25","0","0.15","RareOrAllographCandidate"
"409","4","4","2","2","2","1","Rare3To5","4","0","4","0","0","0","1","0","0","1","RareOrAllographCandidate"
"470","4","4","1","1","2","1","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.1667","RareOrAllographCandidate"
"502","4","4","1","1","2","0","Rare3To5","4","2","0","2","0","0.5","0","0.5","0","0.0714","RareOrAllographCandidate"
"543","4","4","2","2","1","2","Rare3To5","3","0","0","3","0","0","0","1","0","0.6138","RareOrAllographCandidate"
"643","4","4","3","3","1","2","Rare3To5","3","0","0","3","0","0","0","1","0","0.6759","RareOrAllographCandidate"
"685","4","4","3","3","2","3","Rare3To5","2","0","0","1","1","0","0","0.5","0.5","0.65","RareOrAllographCandidate"
"736","4","4","1","1","1","0","Rare3To5","4","4","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"775","4","4","1","1","1","1","Rare3To5","2","0","0","2","0","0","0","1","0","0.5","RareOrAllographCandidate"
"797","4","4","3","3","3","1","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.1667","RareOrAllographCandidate"
"799","4","4","1","1","1","0","Rare3To5","4","4","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"879","4","4","2","2","1","1","Rare3To5","3","0","0","3","0","0","0","1","0","0.6528","RareOrAllographCandidate"
"893","4","4","2","2","3","2","Rare3To5","3","1","0","2","0","0.3333","0","0.6667","0","0.2444","RareOrAllographCandidate"
"898","4","4","2","2","4","0","Rare3To5","3","1","0","1","1","0.3333","0","0.3333","0.3333","0.2778","RareOrAllographCandidate"
"899","4","3","2","2","2","1","Rare3To5","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"903","4","3","1","1","2","0","Rare3To5","4","2","0","2","0","0.5","0","0.5","0","0.2357","RareOrAllographCandidate"
"910","4","4","2","2","1","1","Rare3To5","4","4","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"912","4","4","3","3","2","1","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.25","RareOrAllographCandidate"
"922","4","4","3","2","3","1","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"012","3","3","1","1","2","1","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.1818","RareOrAllographCandidate"
"025","3","3","1","1","1","1","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"046","3","3","1","1","2","1","Rare3To5","3","2","1","0","0","0.6667","0.3333","0","0","0.3333","RareOrAllographCandidate"
"062","3","3","2","2","3","2","Rare3To5","2","0","0","2","0","0","0","1","0","0.625","RareOrAllographCandidate"
"105","3","3","3","2","3","2","Rare3To5","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"117","3","3","3","3","2","0","Rare3To5","3","1","0","0","2","0.3333","0","0","0.6667","0.3333","RareOrAllographCandidate"
"118","3","3","2","2","2","1","Rare3To5","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"134","3","3","3","2","3","2","Rare3To5","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"168","3","3","1","1","1","0","Rare3To5","3","0","0","3","0","0","0","1","0","0.2417","RareOrAllographCandidate"
"177","3","3","2","2","2","0","Rare3To5","3","1","0","2","0","0.3333","0","0.6667","0","0.2778","RareOrAllographCandidate"
"193","3","3","1","1","2","0","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.2381","RareOrAllographCandidate"
"223","3","3","3","3","2","2","Rare3To5","1","0","0","1","0","0","0","1","0","0.2","RareOrAllographCandidate"
"230","3","3","2","1","2","1","Rare3To5","3","1","0","0","2","0.3333","0","0","0.6667","0.3333","RareOrAllographCandidate"
"264","3","3","1","1","2","2","Rare3To5","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"278","3","3","2","2","1","0","Rare3To5","3","1","0","2","0","0.3333","0","0.6667","0","0.1944","RareOrAllographCandidate"
"286","3","3","1","1","1","2","Rare3To5","2","0","1","1","0","0","0.5","0.5","0","0.8182","RareOrAllographCandidate"
"296","3","3","3","2","1","2","Rare3To5","1","0","0","1","0","0","0","1","0","0.6667","RareOrAllographCandidate"
"300","3","3","2","2","2","3","Rare3To5","2","0","0","2","0","0","0","1","0","0.25","RareOrAllographCandidate"
"301","3","3","2","2","2","2","Rare3To5","2","0","0","2","0","0","0","1","0","0.1964","RareOrAllographCandidate"
"302","3","3","3","3","2","1","Rare3To5","2","0","0","2","0","0","0","1","0","0.6","RareOrAllographCandidate"
"308","3","3","2","2","2","1","Rare3To5","2","0","0","2","0","0","0","1","0","0.5417","RareOrAllographCandidate"
"310","3","3","3","1","2","2","Rare3To5","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"324","3","3","2","2","3","1","Rare3To5","3","1","1","1","0","0.3333","0.3333","0.3333","0","0.5556","RareOrAllographCandidate"
"330","3","3","2","1","2","1","Rare3To5","2","0","0","2","0","0","0","1","0","0.2","RareOrAllographCandidate"
"345","3","3","1","1","1","1","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.1667","RareOrAllographCandidate"
"361","3","3","2","2","2","1","Rare3To5","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"367","3","3","2","2","3","1","Rare3To5","2","0","1","1","0","0","0.5","0.5","0","0.7","RareOrAllographCandidate"
"381","3","3","2","2","2","1","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.4167","RareOrAllographCandidate"
"424","3","3","1","1","2","1","Rare3To5","2","1","1","0","0","0.5","0.5","0","0","0.5","RareOrAllographCandidate"
"452","3","3","3","2","2","2","Rare3To5","2","0","0","1","1","0","0","0.5","0.5","0.5","RareOrAllographCandidate"
"490","3","3","1","1","2","2","Rare3To5","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"513","3","3","2","2","1","2","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.4167","RareOrAllographCandidate"
"516","3","3","1","1","1","0","Rare3To5","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"534","3","3","2","2","2","2","Rare3To5","2","0","1","1","0","0","0.5","0.5","0","0.6667","RareOrAllographCandidate"
"544","3","3","2","2","2","3","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.4","RareOrAllographCandidate"
"551","3","3","3","2","2","3","Rare3To5","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"560","3","3","1","1","1","0","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.4167","RareOrAllographCandidate"
"561","3","3","3","3","2","1","Rare3To5","3","1","1","1","0","0.3333","0.3333","0.3333","0","0.4","RareOrAllographCandidate"
"631","3","3","2","2","2","3","Rare3To5","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"678","3","3","2","2","2","1","Rare3To5","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"683","3","3","2","2","2","2","Rare3To5","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"688","3","3","3","3","3","1","Rare3To5","2","1","1","0","0","0.5","0.5","0","0","0.5","RareOrAllographCandidate"
"716","3","3","2","2","2","2","Rare3To5","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"720","3","3","3","3","3","2","Rare3To5","3","2","0","1","0","0.6667","0","0.3333","0","0.1667","RareOrAllographCandidate"
"748","3","3","2","2","1","3","Rare3To5","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"782","3","3","1","1","1","0","Rare3To5","3","0","0","0","3","0","0","0","1","0.5","RareOrAllographCandidate"
"786","3","3","1","1","2","0","Rare3To5","2","1","0","1","0","0.5","0","0.5","0","0.1","RareOrAllographCandidate"
"805","3","3","2","2","3","0","Rare3To5","3","1","0","2","0","0.3333","0","0.6667","0","0.2879","RareOrAllographCandidate"
"807","3","3","2","2","3","1","Rare3To5","2","0","0","2","0","0","0","1","0","0.7083","RareOrAllographCandidate"
"828","3","3","3","2","3","2","Rare3To5","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"829","3","3","1","1","2","0","Rare3To5","3","3","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"839","3","3","2","2","2","2","Rare3To5","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"843","3","3","3","2","2","0","Rare3To5","3","2","0","0","1","0.6667","0","0","0.3333","0.1667","RareOrAllographCandidate"
"852","3","3","1","1","2","2","Rare3To5","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"856","3","3","2","2","3","2","Rare3To5","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"865","3","3","3","2","2","1","Rare3To5","2","0","2","0","0","0","1","0","0","1","RareOrAllographCandidate"
"870","3","3","2","1","2","2","Rare3To5","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"908","3","3","2","2","2","1","Rare3To5","2","0","0","2","0","0","0","1","0","0.2083","RareOrAllographCandidate"
"909","3","3","1","1","3","1","Rare3To5","2","0","0","1","1","0","0","0.5","0.5","0.6071","RareOrAllographCandidate"
"956","3","3","2","2","3","1","Rare3To5","2","1","0","0","1","0.5","0","0","0.5","0.25","RareOrAllographCandidate"
"020","2","2","1","1","2","1","DisLegomenon","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"037","2","2","1","1","2","1","DisLegomenon","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"039","2","2","2","1","1","2","DisLegomenon","1","0","0","0","1","0","0","0","1","0.5","RareOrAllographCandidate"
"041","2","2","1","1","2","0","DisLegomenon","2","1","1","0","0","0.5","0.5","0","0","0.5","RareOrAllographCandidate"
"042","2","2","1","1","1","1","DisLegomenon","2","0","0","2","0","0","0","1","0","0.7083","RareOrAllographCandidate"
"045","2","2","2","2","2","1","DisLegomenon","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"059","2","2","1","1","1","0","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"073","2","2","2","2","1","0","DisLegomenon","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"080","2","2","1","1","2","2","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"082","2","2","2","2","1","1","DisLegomenon","2","1","0","1","0","0.5","0","0.5","0","0.125","RareOrAllographCandidate"
"092","2","2","2","2","2","1","DisLegomenon","2","0","0","2","0","0","0","1","0","0.4167","RareOrAllographCandidate"
"094","2","2","2","2","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.8","RareOrAllographCandidate"
"099","2","2","2","2","2","0","DisLegomenon","2","0","0","2","0","0","0","1","0","0.8333","RareOrAllographCandidate"
"112","2","2","1","1","1","0","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"121","2","2","2","2","2","0","DisLegomenon","2","1","0","1","0","0.5","0","0.5","0","0.3333","RareOrAllographCandidate"
"122","2","2","1","1","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"126","2","2","1","1","2","0","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"128","2","2","1","1","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.875","RareOrAllographCandidate"
"133","2","2","2","2","2","1","DisLegomenon","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"148","2","2","1","1","2","2","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"157","2","2","1","1","1","0","DisLegomenon","2","0","2","0","0","0","1","0","0","1","RareOrAllographCandidate"
"178","2","2","1","1","1","0","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"191","2","2","1","1","2","1","DisLegomenon","2","1","0","1","0","0.5","0","0.5","0","0.2","RareOrAllographCandidate"
"195","2","2","2","2","2","0","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"205","2","2","2","2","1","0","DisLegomenon","2","0","0","2","0","0","0","1","0","0.8167","RareOrAllographCandidate"
"217","2","2","1","1","2","2","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"227","2","2","2","2","2","2","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"262","2","2","2","2","2","0","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"266","2","2","2","1","2","0","DisLegomenon","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"277","2","2","1","1","1","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"281","2","2","2","2","1","1","DisLegomenon","2","1","0","0","1","0.5","0","0","0.5","0.25","RareOrAllographCandidate"
"287","2","2","2","1","1","0","DisLegomenon","2","0","0","2","0","0","0","1","0","0.1458","RareOrAllographCandidate"
"291","2","2","2","2","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.3333","RareOrAllographCandidate"
"294","2","2","2","2","2","1","DisLegomenon","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"299","2","2","2","2","2","0","DisLegomenon","2","0","0","2","0","0","0","1","0","0.35","RareOrAllographCandidate"
"304","2","2","2","2","2","0","DisLegomenon","2","0","0","2","0","0","0","1","0","0.65","RareOrAllographCandidate"
"307","2","2","2","2","1","1","DisLegomenon","1","0","1","0","0","0","1","0","0","1","RareOrAllographCandidate"
"309","2","2","1","1","1","1","DisLegomenon","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"311","2","2","2","2","1","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"328","2","2","2","2","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.6","RareOrAllographCandidate"
"341","2","2","1","1","1","0","DisLegomenon","2","0","0","0","2","0","0","0","1","0.5","RareOrAllographCandidate"
"343","2","2","1","1","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.5","RareOrAllographCandidate"
"351","2","2","1","1","1","1","DisLegomenon","2","1","0","1","0","0.5","0","0.5","0","0.25","RareOrAllographCandidate"
"373","2","2","1","1","1","1","DisLegomenon","2","1","0","1","0","0.5","0","0.5","0","0.4","RareOrAllographCandidate"
"386","2","2","2","1","1","0","DisLegomenon","2","1","0","0","1","0.5","0","0","0.5","0.25","RareOrAllographCandidate"
"402","2","2","2","2","2","1","DisLegomenon","2","0","1","0","1","0","0.5","0","0.5","0.75","RareOrAllographCandidate"
"410","2","2","1","1","1","0","DisLegomenon","2","0","2","0","0","0","1","0","0","1","RareOrAllographCandidate"
"425","2","2","2","2","2","2","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"441","2","2","2","1","1","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.75","RareOrAllographCandidate"
"444","2","2","1","1","1","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.5714","RareOrAllographCandidate"
"450","2","2","1","1","2","0","DisLegomenon","2","0","1","1","0","0","0.5","0.5","0","0.6","RareOrAllographCandidate"
"457","2","2","2","2","2","1","DisLegomenon","2","1","1","0","0","0.5","0.5","0","0","0.5","RareOrAllographCandidate"
"475","2","2","2","2","2","0","DisLegomenon","2","1","0","1","0","0.5","0","0.5","0","0.125","RareOrAllographCandidate"
"479","2","2","1","1","1","1","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"483","2","2","1","1","1","1","DisLegomenon","2","0","0","2","0","0","0","1","0","0.75","RareOrAllographCandidate"
"492","2","2","2","2","2","1","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"494","2","2","2","2","2","0","DisLegomenon","2","1","1","0","0","0.5","0.5","0","0","0.5","RareOrAllographCandidate"
"517","2","2","2","2","1","2","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"528","2","2","2","2","2","1","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"533","2","2","1","1","1","0","DisLegomenon","2","0","0","2","0","0","0","1","0","0.1288","RareOrAllographCandidate"
"541","2","2","2","2","2","1","DisLegomenon","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"570","2","2","1","1","2","1","DisLegomenon","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"579","2","2","2","1","1","0","DisLegomenon","2","2","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"586","2","2","2","2","1","1","DisLegomenon","2","1","0","0","1","0.5","0","0","0.5","0.25","RareOrAllographCandidate"
"596","2","2","1","1","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.6","RareOrAllographCandidate"
"610","2","2","2","2","1","1","DisLegomenon","2","0","0","2","0","0","0","1","0","0.4583","RareOrAllographCandidate"
"622","2","2","2","2","1","2","DisLegomenon","0","0","0","0","0","0","0","0","0","0","RareOrAllographCandidate"
"627","2","2","2","2","2","1","DisLegomenon","1","0","0","1","0","0","0","1","0","0.4286","RareOrAllographCandidate"
"647","2","2","2","2","1","0","DisLegomenon","2","0","0","1","1","0","0","0.5","0.5","0.375","RareOrAllographCandidate"
"680","2","2","1","1","2","1","DisLegomenon","2","0","1","1","0","0","0.5","0.5","0","0.875","RareOrAllographCandidate"
"689","2","2","1","1","1","2","DisLegomenon","1","1","0","0","0","1","0","0","0","0","RareOrAllographCandidate"
"721","2","2","1","1","1","1","DisLegomenon","2","0","0","2","0","0","0","1","0","0.75","RareOrAllographCandidate"
"727","2","2","1","1","2","2","DisLegomenon","1","0","0","1","0","0","0","1","0","0.25","RareOrAllographCandidate"
